"trait","sample_size","rep","rho","p_value","n_intersect"
"width",100,440,0.992436040044494,0,3
"width",100,441,0.990211345939933,0,3
"width",100,442,0.986651835372636,0,2
"width",100,443,0.992880978865406,0,3
"width",100,444,0.990656284760845,0,3
"width",100,445,0.991991101223582,0,3
"width",100,446,0.987096774193548,0,2
"width",100,447,0.996440489432703,0,3
"width",100,448,0.98754171301446,0,3
"width",100,449,0.992880978865406,0,2
"width",100,450,0.992436040044494,0,3
"width",100,451,0.994215795328142,0,2
"width",100,452,0.982647385984427,0,2
"width",100,453,0.990211345939933,0,2
"width",100,454,0.988431590656285,0,3
"width",100,455,0.992436040044494,0,3
"width",100,456,0.975528364849833,0,3
"width",100,457,0.994215795328142,0,3
"width",100,458,0.990211345939933,0,3
"width",100,459,0.980867630700779,0,2
"width",100,460,0.995995550611791,0,3
"width",100,461,0.989321468298109,0,2
"width",100,462,0.991991101223582,0,3
"width",100,463,0.994215795328142,0,2
"width",100,464,0.994660734149055,0,3
"width",100,465,0.992436040044494,0,3
"width",100,466,0.987096774193548,0,2
"width",100,467,0.990656284760845,0,2
"width",100,468,0.995550611790879,0,3
"width",100,469,0.992880978865406,0,2
"width",100,470,0.990211345939933,0,2
"width",100,471,0.986651835372636,0,3
"width",100,472,0.989766407119021,0,3
"width",100,473,0.985761957730812,0,2
"width",100,474,0.983092324805339,0,3
"width",100,475,0.990211345939933,0,2
"width",100,476,0.979977753058954,0,2
"width",100,477,0.986651835372636,0,3
"width",100,478,0.990656284760845,0,3
"width",100,479,0.994660734149055,0,3
"width",100,480,0.983537263626251,0,3
"width",100,481,0.988431590656285,0,2
"width",100,482,0.990656284760845,0,3
"width",100,483,0.991991101223582,0,3
"width",100,484,0.986206896551724,0,2
"width",100,485,0.989321468298109,0,3
"width",100,486,0.99377085650723,0,3
"width",100,487,0.991991101223582,0,3
"width",100,488,0.987096774193548,0,2
"width",100,489,0.991101223581757,0,3
"width",100,490,0.997775305895439,0,2
"width",100,491,0.994660734149055,0,2
"width",100,492,0.989321468298109,0,3
"width",100,493,0.996885428253615,0,3
"width",100,494,0.988876529477197,0,2
"width",100,495,0.982202447163515,0,3
"width",100,496,0.992880978865406,0,3
"width",100,497,0.994215795328142,0,2
"width",100,498,0.991101223581757,0,3
"width",100,499,0.986651835372636,0,3
"width",100,500,0.993325917686318,0,3
"length",5,1,0.820689655172414,9.85848226514939e-07,3
"length",5,2,0.752614015572859,3.91752882610077e-06,2
"length",5,3,0.845161290322581,7.54926387238932e-07,3
"length",5,4,0.689432703003337,4.00938970095969e-05,3
"length",5,5,0.704115684093437,2.37424866774197e-05,2
"length",5,6,0.835817575083426,8.41767411218523e-07,3
"length",5,7,0.883426028921023,3.98592159296063e-07,2
"length",5,8,0.720578420467186,1.28736523324167e-05,3
"length",5,9,0.592880978865406,0.000702369214856591,3
"length",5,10,0.838932146829811,8.12870531013105e-07,3
"length",5,11,0.71554122147079,8.8071473358999e-06,3
"length",5,12,0.764627363737486,2.64682482017658e-06,3
"length",5,13,0.691289357932135,2.33851649230523e-05,3
"length",5,14,0.709010011123471,1.98382281466736e-05,3
"length",5,15,0.826473859844271,9.29341528135344e-07,3
"length",5,16,0.86483480343811,7.14277302020125e-10,3
"length",5,17,0.827808676307008,9.16647717499124e-07,3
"length",5,18,0.6587319243604,0.000110694749999181,3
"length",5,19,0.844810328956652,4.34001669092843e-09,3
"length",5,20,0.823804226918799,9.55065702408065e-07,3
"length",5,21,0.793103448275862,1.37691788592505e-06,3
"length",5,22,0.848592729692038,3.14883346814934e-09,3
"length",5,23,0.67119021134594,7.4276442822372e-05,3
"length",5,24,0.889655172413793,3.44558584405579e-07,3
"length",5,25,0.773081201334817,2.08631030648898e-06,3
"length",5,26,0.806451612903226,1.14856612730503e-06,3
"length",5,27,0.854060066740823,6.71404005214756e-07,2
"length",5,28,0.83047830923248,8.91502355285924e-07,3
"length",5,29,0.777530589543938,1.86829962705831e-06,2
"length",5,30,0.756618464961068,3.41731921252231e-06,3
"length",5,31,0.806896551724138,1.1426139805654e-06,3
"length",5,32,0.767741935483871,2.4146716515994e-06,3
"length",5,33,0.764182424916574,2.68275704190703e-06,2
"length",5,34,0.642118148372109,0.000130663603303132,3
"length",5,35,0.835817575083426,8.41767411218523e-07,3
"length",5,36,0.675639599555061,6.41351854790896e-05,3
"length",5,37,0.67964404894327,5.60867994612414e-05,3
"length",5,38,0.849037718013848,3.03046621253603e-09,3
"length",5,39,0.745494994438265,5.04898781571035e-06,2
"length",5,40,0.782956952225035,3.15959220160923e-07,3
"length",5,41,0.860289210233593,6.12552347317097e-07,3
"length",5,42,0.710201361609068,1.10112839170806e-05,3
"length",5,43,0.648498331479422,0.000151661708605651,3
"length",5,44,0.833685620911397,1.06389260766881e-08,3
"length",5,45,0.574638487208009,0.00109736992553317,3
"length",5,46,0.862068965517241,5.95732023446609e-07,3
"length",5,47,0.885650723025584,3.79041225063234e-07,3
"length",5,48,0.738375973303671,6.56965794441023e-06,3
"length",5,49,0.746829810901001,4.81019694459768e-06,3
"length",5,50,0.84293659621802,7.75662074102097e-07,3
"length",5,51,0.771301446051168,2.18690974345859e-06,3
"length",5,52,0.835817575083426,8.41767411218523e-07,3
"length",5,53,0.69210233592881,3.65157915553081e-05,3
"length",5,54,0.789098998887653,1.47259414253253e-06,3
"length",5,55,0.670152412646151,5.09289177989253e-05,3
"length",5,56,0.741490545050056,5.84982652658257e-06,3
"length",5,57,0.540943493588135,0.00202504002149277,3
"length",5,58,0.838932146829811,8.12870531013105e-07,3
"length",5,59,0.703670745272525,2.41306583918227e-05,3
"length",5,60,0.775614644915166,4.7918588547539e-07,3
"length",5,61,0.891879866518354,3.25831908365511e-07,3
"length",5,62,0.812235817575083,1.07649390878777e-06,3
"length",5,63,0.804226918798665,1.1795590912025e-06,3
"length",5,64,0.875417130144605,4.70911462747543e-07,2
"length",5,65,0.879866518353726,4.30392141061499e-07,3
"length",5,66,0.816240266963293,1.03193419179606e-06,2
"length",5,67,0.775750834260289,1.95014360251929e-06,3
"length",5,68,0.881646273637375,4.14416738526548e-07,3
"length",5,69,0.852725250278087,6.83986710953482e-07,2
"length",5,70,0.809566184649611,1.1084218341405e-06,3
"length",5,71,0.672969966629588,7.00598050110531e-05,3
"length",5,72,0.727252502780868,9.9998239283444e-06,3
"length",5,73,0.781535038932147,1.70707067174021e-06,3
"length",5,74,0.871412680756396,5.07961206441452e-07,3
"length",5,75,0.76329254727475,2.75682936948957e-06,3
"length",5,76,0.710868844091783,1.07109843329536e-05,3
"length",5,77,0.76952169076752,2.29612955812979e-06,3
"length",5,78,0.8294582318542,1.47057188549313e-08,3
"length",5,79,0.842046718576196,7.83941691225871e-07,3
"length",5,80,0.773081201334817,2.08631030648898e-06,3
"length",5,81,0.662736373748609,9.75576249401353e-05,3
"length",5,82,0.915906562847608,1.4784405879875e-07,3
"length",5,83,0.734371523915462,7.63716978675223e-06,3
"length",5,84,0.71301446051168,1.70990369114442e-05,2
"length",5,85,0.741045606229144,5.94719012538016e-06,3
"length",5,86,0.735261401557286,7.38512145046912e-06,3
"length",5,87,0.772191323692992,2.13557465244259e-06,3
"length",5,88,0.83448275862069,8.54162383680907e-07,3
"length",5,89,0.779310344827586,1.79294242786094e-06,3
"length",5,90,0.789098998887653,1.47259414253253e-06,3
"length",5,91,0.756618464961068,3.41731921252231e-06,2
"length",5,92,0.808676307007786,1.11954487714191e-06,3
"length",5,93,0.601779755283649,0.000559749582776247,3
"length",5,94,0.758121959134009,1.21793618480409e-06,3
"length",5,95,0.810011123470523,1.10295550562562e-06,3
"length",5,96,0.817575083426029,1.01778945307222e-06,3
"length",5,97,0.692992213570634,3.5389097436152e-05,3
"length",5,98,0.740155728587319,6.14727231524013e-06,3
"length",5,99,0.777530589543938,1.86829962705831e-06,3
"length",5,100,0.571523915461624,0.00118135622454252,3
"length",5,101,0.780645161290323,1.74036406822702e-06,3
"length",5,102,0.833592880978865,8.62435469540786e-07,3
"length",5,103,0.764182424916574,2.68275704190703e-06,3
"length",5,104,0.74824786312384,1.99410090194005e-06,3
"length",5,105,0.765072302558398,2.61161052663463e-06,2
"length",5,106,0.686763070077864,4.39864050445164e-05,3
"length",5,107,0.826473859844271,9.29341528135344e-07,3
"length",5,108,0.866518353726363,5.53776779721165e-07,3
"length",5,109,0.69210233592881,3.65157915553081e-05,3
"length",5,110,0.830570702658725,1.35164150942615e-08,3
"length",5,111,0.740683061653066,2.86633921621225e-06,3
"length",5,112,0.856729699666296,6.46199579267617e-07,3
"length",5,113,0.753503893214683,3.79873865539211e-06,3
"length",5,114,0.73392658509455,7.76653455697676e-06,3
"length",5,115,0.784649610678532,1.60070475688442e-06,3
"length",5,116,0.80111234705228,1.22689145077152e-06,3
"length",5,117,0.817130144605117,1.02247048153211e-06,3
"length",5,118,0.874082313681869,4.83207736382634e-07,3
"length",5,119,0.817888535487135,3.41621261599286e-08,3
"length",5,120,0.781535038932147,1.70707067174021e-06,3
"length",5,121,0.869187986651835,5.2872762110129e-07,3
"length",5,122,0.725634196869975,5.69448900341314e-06,3
"length",5,123,0.806896551724138,1.1426139805654e-06,3
"length",5,124,0.684983314794216,4.67676203846877e-05,3
"length",5,125,0.665406006674082,8.95880778269242e-05,3
"length",5,126,0.624471635150167,0.000304473239709562,3
"length",5,127,0.801557285873192,1.21981638051273e-06,3
"length",5,128,0.662736373748609,9.75576249401353e-05,3
"length",5,129,0.708565072302558,2.01667584734371e-05,3
"length",5,130,0.757953281423804,3.26911602842558e-06,3
"length",5,131,0.767741935483871,2.4146716515994e-06,3
"length",5,132,0.762402669632925,2.83393775096907e-06,3
"length",5,133,0.777085650723026,1.8881311867227e-06,3
"length",5,134,0.843252869830316,4.94085209384016e-09,3
"length",5,135,0.765962180200222,2.54328282685577e-06,3
"length",5,136,0.884315906562848,3.90740078176196e-07,3
"length",5,137,0.797107897664071,1.29603980470402e-06,3
"length",5,138,0.747580380641124,2.06001648074903e-06,2
"length",5,139,0.797107897664071,1.29603980470402e-06,3
"length",5,140,0.688542825361513,4.13553351267334e-05,3
"length",5,141,0.776949609880597,4.44754780076362e-07,3
"length",5,142,0.696106785317019,3.16901416844308e-05,3
"length",5,143,0.723692992213571,1.1443740365998e-05,3
"length",5,144,0.747274749721913,4.73351429156876e-06,3
"length",5,145,0.778952057328743,3.97312010525127e-07,3
"length",5,146,0.709899888765295,1.91961238198684e-05,2
"length",5,147,0.811345939933259,1.08691243965738e-06,2
"length",5,148,0.831460679302346,1.26290874979631e-08,3
"length",5,149,0.764182424916574,2.68275704190703e-06,3
"length",5,150,0.837597330367075,8.25254536861829e-07,3
"length",5,151,0.754393770856507,3.68443478412848e-06,3
"length",5,152,0.703670745272525,2.41306583918227e-05,3
"length",5,153,0.745050055617353,5.1315792205368e-06,3
"length",5,154,0.733481646273637,7.8981716967571e-06,3
"length",5,155,0.704639007586441,1.3824311811623e-05,3
"length",5,156,0.711679644048943,1.79699220160709e-05,3
"length",5,157,0.733118260182293,4.07051743114653e-06,3
"length",5,158,0.740600667408231,6.04632933643989e-06,2
"length",5,159,0.892769744160178,3.18433100832347e-07,3
"length",5,160,0.725027808676307,1.08796095120388e-05,3
"length",5,161,0.738375973303671,6.56965794441023e-06,3
"length",5,162,0.678754171301446,5.77926079901218e-05,3
"length",5,163,0.741935483870968,5.75421074773887e-06,3
"length",5,164,0.695661846496107,3.21960366927721e-05,3
"length",5,165,0.785539488320356,1.57299075954601e-06,3
"length",5,166,0.700111234705228,2.74533487498488e-05,3
"length",5,167,0.745132944871168,2.31894057496397e-06,3
"length",5,168,0.793548387096774,1.3672614422818e-06,3
"length",5,169,0.78420467185762,1.6149878817033e-06,3
"length",5,170,0.890100111234705,3.40787605173413e-07,2
"length",5,171,0.732146829810901,8.307064609828e-06,3
"length",5,172,0.87230255839822,4.9968805544745e-07,3
"length",5,173,0.818909899888765,1.00393346057832e-06,3
"length",5,174,0.860734149054505,6.08346345871538e-07,3
"length",5,175,0.768631813125695,2.35418972319605e-06,3
"length",5,176,0.809566184649611,1.1084218341405e-06,3
"length",5,177,0.885205784204672,3.82930039941163e-07,3
"length",5,178,0.881646273637375,4.14416738526548e-07,3
"length",5,179,0.778865406006674,1.81120292425322e-06,3
"length",5,180,0.870522803114572,5.16254241050784e-07,3
"length",5,181,0.776640711902113,1.90837654863174e-06,3
"length",5,182,0.840266963292547,8.00480243742963e-07,3
"length",5,183,0.876307007786429,4.62747364663829e-07,3
"length",5,184,0.832258064516129,8.74867251876086e-07,3
"length",5,185,0.740600667408231,6.04632933643989e-06,3
"length",5,186,0.82825361512792,9.12436520259352e-07,3
"length",5,187,0.727252502780868,9.9998239283444e-06,3
"length",5,188,0.817575083426029,1.01778945307222e-06,3
"length",5,189,0.814460511679644,1.05130867073358e-06,3
"length",5,190,0.882981090100111,4.02533522318552e-07,3
"length",5,191,0.67119021134594,7.4276442822372e-05,3
"length",5,192,0.750389321468298,4.23516447678559e-06,2
"length",5,193,0.923795756077961,3.40711872471845e-13,3
"length",5,194,0.728142380422692,9.66806639580684e-06,3
"length",5,195,0.834927697441602,8.50029120711493e-07,3
"length",5,196,0.864738598442714,5.70535360335613e-07,3
"length",5,197,0.801557285873192,1.21981638051273e-06,3
"length",5,198,0.785984427141268,1.5595471786881e-06,3
"length",5,199,0.694626770345711,2.05587482121082e-05,3
"length",5,200,0.773971078976641,2.03903562827614e-06,3
"length",5,201,0.725472747497219,1.06977248729946e-05,3
"length",5,202,0.743270300333704,5.47757777560928e-06,2
"length",5,203,0.770411568409344,2.24039926133823e-06,3
"length",5,204,0.845606229143493,7.50772419204475e-07,3
"length",5,205,0.759733036707453,3.08463195781084e-06,3
"length",5,206,0.85139043381535,6.96552790221119e-07,2
"length",5,207,0.830033370411568,8.95674921778308e-07,3
"length",5,208,0.726807563959956,1.01699385138733e-05,2
"length",5,209,0.904883752401027,6.7369870739899e-12,3
"length",5,210,0.725472747497219,1.06977248729946e-05,3
"length",5,211,0.715684093437152,1.54755783231129e-05,3
"length",5,212,0.787319243604004,1.52079616921685e-06,3
"length",5,213,0.632480533926585,0.000242881746762039,3
"length",5,214,0.867853170189099,5.41236884147505e-07,3
"length",5,215,0.875417130144605,4.70911462747543e-07,3
"length",5,216,0.806006674082314,1.15459703220166e-06,3
"length",5,217,0.798442714126808,1.27182351735332e-06,3
"length",5,218,0.78420467185762,1.6149878817033e-06,3
"length",5,219,0.79888765294772,1.26402254579538e-06,3
"length",5,220,0.710344827586207,1.8882418851408e-05,3
"length",5,221,0.780645161290323,1.74036406822702e-06,3
"length",5,222,0.836262513904338,8.37638317598033e-07,3
"length",5,223,0.831813125695217,8.79018748248257e-07,3
"length",5,224,0.672525027808676,7.10934186953068e-05,3
"length",5,225,0.775169656593356,4.91190522303698e-07,3
"length",5,226,0.766407119021135,2.51014346460818e-06,3
"length",5,227,0.84293659621802,7.75662074102097e-07,3
"length",5,228,0.743715239154616,5.3886824842054e-06,3
"length",5,229,0.83670745272525,8.33509993745054e-07,2
"length",5,230,0.881201334816463,4.18396911202388e-07,3
"length",5,231,0.826788301923339,1.79609641980997e-08,3
"length",5,232,0.89798643341297,1.71836423242449e-11,3
"length",5,233,0.781090100111235,1.72354651810274e-06,3
"length",5,234,0.818909899888765,1.00393346057832e-06,3
"length",5,235,0.753503893214683,3.79873865539211e-06,3
"length",5,236,0.759288097886541,3.12939652092181e-06,2
"length",5,237,0.834037819799778,8.58297711346275e-07,3
"length",5,238,0.81579532814238,1.036719705157e-06,3
"length",5,239,0.854060066740823,6.71404005214756e-07,3
"length",5,240,0.799777530589544,1.24880567881036e-06,2
"length",5,241,0.805561735261402,1.16070919582313e-06,3
"length",5,242,0.756173526140156,3.46868442120066e-06,3
"length",5,243,0.789098998887653,1.47259414253253e-06,3
"length",5,244,0.85139043381535,6.96552790221119e-07,3
"length",5,245,0.701079101011959,1.59484403859225e-05,2
"length",5,246,0.779755283648498,1.77505434621018e-06,3
"length",5,247,0.749944382647386,4.30239625696333e-06,2
"length",5,248,0.660066740823137,0.000106151117038059,2
"length",5,249,0.772191323692992,2.13557465244259e-06,3
"length",5,250,0.755283648498332,3.57446578537775e-06,2
"length",5,251,0.829143492769744,9.0404030199085e-07,3
"length",5,252,0.789543937708565,1.46112482076727e-06,3
"length",5,253,0.824249165739711,9.50741939765109e-07,3
"length",5,254,0.791189236178523,1.94286672254388e-07,3
"length",5,255,0.842491657397108,7.79802842605031e-07,3
"length",5,256,0.855839822024472,6.54605774653501e-07,3
"length",5,257,0.873067087391599,3.12472154285268e-10,3
"length",5,258,0.807786429365962,1.13093623435544e-06,3
"length",5,259,0.590211345939933,0.000750942247870433,3
"length",5,260,0.796751590201151,1.38161833872768e-07,3
"length",5,261,0.773971078976641,2.03903562827614e-06,3
"length",5,262,0.77174638487208,2.1609781865121e-06,3
"length",5,263,0.809566184649611,1.1084218341405e-06,3
"length",5,264,0.847480258887513,3.46353890778813e-09,3
"length",5,265,0.765962180200222,2.54328282685577e-06,3
"length",5,266,0.902113459399333,2.4422467630808e-07,3
"length",5,267,0.683648498331479,4.89564552493369e-05,3
"length",5,268,0.797552836484983,1.28782845378086e-06,3
"length",5,269,0.767741935483871,2.4146716515994e-06,2
"length",5,270,0.843826473859844,7.67374397071195e-07,2
"length",5,271,0.795773081201335,1.32155528055683e-06,2
"length",5,272,0.730812013348165,8.73767744996991e-06,3
"length",5,273,0.714794215795328,1.59997515887551e-05,3
"length",5,274,0.753142734663752,1.56615281525304e-06,3
"length",5,275,0.755283648498332,3.57446578537775e-06,2
"length",5,276,0.84293659621802,7.75662074102097e-07,3
"length",5,277,0.761152524456335,1.04203678048652e-06,3
"length",5,278,0.744160177975528,5.30140136650596e-06,3
"length",5,279,0.624026696329255,0.000308265830993279,3
"length",5,280,0.785849376316801,2.6697610489685e-07,3
"length",5,281,0.795773081201335,1.32155528055683e-06,3
"length",5,282,0.741490545050056,5.84982652658257e-06,2
"length",5,283,0.76952169076752,2.29612955812979e-06,3
"length",5,284,0.737486095661847,6.7924327516819e-06,3
"length",5,285,0.814460511679644,1.05130867073358e-06,3
"length",5,286,0.679199110122358,5.69339751320309e-05,3
"length",5,287,0.754393770856507,3.68443478412848e-06,3
"length",5,288,0.774860956618465,1.99367208047409e-06,3
"length",5,289,0.699221357063404,2.83472847869939e-05,3
"length",5,290,0.624916573971079,0.000300721791154819,3
"length",5,291,0.773526140155729,2.06242922628215e-06,3
"length",5,292,0.793103448275862,1.37691788592505e-06,3
"length",5,293,0.819354838709677,9.99372866292165e-07,3
"length",5,294,0.855839822024472,6.54605774653501e-07,3
"length",5,295,0.729477196885428,9.19100177438194e-06,3
"length",5,296,0.842807881508506,5.12600690606754e-09,3
"length",5,297,0.793993325917686,1.35778258082877e-06,2
"length",5,298,0.79265850945495,1.38675644406165e-06,2
"length",5,299,0.776640711902113,1.90837654863174e-06,3
"length",5,300,0.74460511679644,5.21570873030206e-06,3
"length",5,301,0.808988769050931,6.28224902502011e-08,3
"length",5,302,0.806541333280975,7.38728679626136e-08,3
"length",5,303,0.785984427141268,1.5595471786881e-06,3
"length",5,304,0.719768610527987,7.35353431546326e-06,2
"length",5,305,0.690767519466073,3.82669573059596e-05,3
"length",5,306,0.843381535038932,7.71519287879156e-07,3
"length",5,307,0.803337041156841,1.19258039028208e-06,3
"length",5,308,0.750389321468298,4.23516447678559e-06,2
"length",5,309,0.847830923248053,7.29966420024868e-07,3
"length",5,310,0.774860956618465,1.99367208047409e-06,3
"length",5,311,0.808231368186874,1.12520590620683e-06,2
"length",5,312,0.837152391546162,8.29382156192053e-07,3
"length",5,313,0.808676307007786,1.11954487714191e-06,3
"length",5,314,0.810456062291435,1.09754984540285e-06,3
"length",5,315,0.83448275862069,8.54162383680907e-07,3
"length",5,316,0.760177975528365,3.04074510098676e-06,3
"length",5,317,0.709454949944383,1.95147052111522e-05,3
"length",5,318,0.724137931034483,1.12525729472406e-05,3
"length",5,319,0.775750834260289,1.95014360251929e-06,3
"length",5,320,0.765962180200222,2.54328282685577e-06,3
"length",5,321,0.870397157460738,4.11074997517744e-10,3
"length",5,322,0.783759733036707,1.62956375035298e-06,3
"length",5,323,0.741490545050056,5.84982652658257e-06,3
"length",5,324,0.848275862068966,7.25797925562355e-07,3
"length",5,325,0.772191323692992,2.13557465244259e-06,2
"length",5,326,0.551056729699666,0.00188655475525725,3
"length",5,327,0.810323734016361,5.74525179703766e-08,3
"length",5,328,0.856380025323716,1.58139199610983e-09,3
"length",5,329,0.81979977753059,9.94839246961418e-07,3
"length",5,330,0.706418960873681,1.28608376602837e-05,3
"length",5,331,0.776640711902113,1.90837654863174e-06,3
"length",5,332,0.777530589543938,1.86829962705831e-06,3
"length",5,333,0.61245828698554,0.000422643194545395,3
"length",5,334,0.840711902113459,7.96347866769126e-07,3
"length",5,335,0.855267554519191,1.7491433867622e-09,3
"length",5,336,0.811213710659982,5.41090540563778e-08,3
"length",5,337,0.821579532814238,9.76951314073549e-07,3
"length",5,338,0.688987764182425,4.07201979186704e-05,3
"length",5,339,0.859844271412681,6.16758688759435e-07,3
"length",5,340,0.775614644915166,4.7918588547539e-07,3
"length",5,341,0.783314794215795,1.64443900055995e-06,3
"length",5,342,0.884315906562848,3.90740078176196e-07,2
"length",5,343,0.755590170433708,1.38507793852602e-06,3
"length",5,344,0.804226918798665,1.1795590912025e-06,3
"length",5,345,0.765072302558398,2.61161052663463e-06,3
"length",5,346,0.834927697441602,8.50029120711493e-07,3
"length",5,347,0.603559510567297,0.0005344970917837,3
"length",5,348,0.773526140155729,2.06242922628215e-06,3
"length",5,349,0.800222469410456,1.24138283115147e-06,3
"length",5,350,0.852725250278087,6.83986710953482e-07,3
"length",5,351,0.705005561735261,2.29834134991798e-05,3
"length",5,352,0.754838709677419,3.62891772513188e-06,2
"length",5,353,0.79888765294772,1.26402254579538e-06,3
"length",5,354,0.728587319243604,9.50634197047841e-06,3
"length",5,355,0.752252758020131,1.63714381961481e-06,3
"length",5,356,0.726807563959956,1.01699385138733e-05,3
"length",5,357,0.755728587319244,3.52106069028344e-06,3
"length",5,358,0.803781979977753,1.1860224303714e-06,2
"length",5,359,0.712124582869855,1.76750858093044e-05,2
"length",5,360,0.716573971078977,1.49677775643236e-05,3
"length",5,361,0.781535038932147,1.70707067174021e-06,3
"length",5,362,0.855839822024472,6.54605774653501e-07,3
"length",5,363,0.836262513904338,8.37638317598033e-07,3
"length",5,364,0.804983874154639,8.17999936541614e-08,3
"length",5,365,0.795328142380423,1.3303674429549e-06,3
"length",5,366,0.811790878754171,1.08167676749456e-06,3
"length",5,367,0.876751946607342,4.58675929579444e-07,3
"length",5,368,0.753058954393771,3.85756332289988e-06,3
"length",5,369,0.820689655172414,9.85848226514939e-07,3
"length",5,370,0.83047830923248,8.91502355285924e-07,3
"length",5,371,0.812235817575083,1.07649390878777e-06,3
"length",5,372,0.812103687303602,5.09441850361944e-08,3
"length",5,373,0.78020022246941,1.75753080683761e-06,3
"length",5,374,0.752030263859226,1.65534129790382e-06,3
"length",5,375,0.770411568409344,2.24039926133823e-06,3
"length",5,376,0.672969966629588,7.00598050110531e-05,3
"length",5,377,0.740683061653066,2.86633921621225e-06,3
"length",5,378,0.818464961067853,1.00852224855262e-06,3
"length",5,379,0.760177975528365,3.04074510098676e-06,3
"length",5,380,0.854060066740823,6.71404005214756e-07,3
"length",5,381,0.800756485097442,1.07388095711405e-07,3
"length",5,382,0.79265850945495,1.38675644406165e-06,3
"length",5,383,0.832128161785061,1.19989420446408e-08,3
"length",5,384,0.863403781979978,5.83126783142672e-07,3
"length",5,385,0.847385984427141,7.3413248541845e-07,1
"length",5,386,0.892324805339266,3.22125794693422e-07,3
"length",5,387,0.835372636262514,8.45897573818126e-07,3
"length",5,388,0.860829908541818,1.04754785453815e-09,3
"length",5,389,0.883870967741936,3.94660951742547e-07,3
"length",5,390,0.807786429365962,1.13093623435544e-06,3
"length",5,391,0.759733036707453,3.08463195781084e-06,3
"length",5,392,0.827363737486096,9.20868498489868e-07,3
"length",5,393,0.867408231368187,5.45413703067849e-07,3
"length",5,394,0.862958843159066,5.87327232152939e-07,3
"length",5,395,0.833592880978865,8.62435469540786e-07,3
"length",5,396,0.718353726362625,1.39995335798734e-05,3
"length",5,397,0.749944382647386,4.30239625696333e-06,2
"length",5,398,0.802447163515017,1.20599163658319e-06,3
"length",5,399,0.739793085009446,2.98892444854057e-06,3
"length",5,400,0.812680756395996,1.07136201518117e-06,3
"length",5,401,0.660066740823137,0.000106151117038059,2
"length",5,402,0.674749721913237,6.60582733543084e-05,3
"length",5,403,0.766407119021135,2.51014346460818e-06,3
"length",5,404,0.797552836484983,1.28782845378086e-06,3
"length",5,405,0.812235817575083,1.07649390878777e-06,3
"length",5,406,0.789988876529477,1.4498771043567e-06,3
"length",5,407,0.890545050055617,3.3702929498676e-07,3
"length",5,408,0.787764182424917,1.50838583372168e-06,3
"length",5,409,0.712871291539929,9.8538218430922e-06,3
"length",5,410,0.814905450500556,1.0464054130906e-06,3
"length",5,411,0.923470522803115,1.02314284005304e-07,3
"length",5,412,0.774860956618465,1.99367208047409e-06,2
"length",5,413,0.731338306895052,4.41324147291411e-06,2
"length",5,414,0.789988876529477,1.4498771043567e-06,3
"length",5,415,0.829143492769744,9.0404030199085e-07,3
"length",5,416,0.868743047830923,5.32893649021849e-07,3
"length",5,417,0.660511679644049,0.000104673801820108,3
"length",5,418,0.76551724137931,2.57710088746781e-06,3
"length",5,419,0.630255839822024,0.000258776907184984,3
"length",5,420,0.639154616240267,0.000200236926607605,3
"length",5,421,0.867853170189099,5.41236884147505e-07,2
"length",5,422,0.733481646273637,7.8981716967571e-06,3
"length",5,423,0.662810105336282,6.57976088586306e-05,2
"length",5,424,0.838135504129499,7.49264621389254e-09,3
"length",5,425,0.799332591768632,1.25635110343472e-06,3
"length",5,426,0.806006674082314,1.15459703220166e-06,3
"length",5,427,0.833592880978865,8.62435469540786e-07,3
"length",5,428,0.879421579532814,4.34408163940581e-07,3
"length",5,429,0.74860956618465,4.5118815285306e-06,3
"length",5,430,0.825139043381535,9.42140569335843e-07,3
"length",5,431,0.773081201334817,2.08631030648898e-06,3
"length",5,432,0.835817575083426,8.41767411218523e-07,3
"length",5,433,0.837597330367075,8.25254536861829e-07,3
"length",5,434,0.817130144605117,1.02247048153211e-06,2
"length",5,435,0.829143492769744,9.0404030199085e-07,3
"length",5,436,0.691657397107898,3.70912637978689e-05,3
"length",5,437,0.792213570634038,1.39678173581379e-06,3
"length",5,438,0.72992213570634,9.03730743991062e-06,2
"length",5,439,0.829143492769744,9.0404030199085e-07,2
"length",5,440,0.803781979977753,1.1860224303714e-06,3
"length",5,441,0.712124582869855,1.76750858093044e-05,3
"length",5,442,0.764182424916574,2.68275704190703e-06,3
"length",5,443,0.71523915461624,1.57355903393968e-05,2
"length",5,444,0.779310344827586,1.79294242786094e-06,3
"length",5,445,0.672969966629588,7.00598050110531e-05,2
"length",5,446,0.569744160177976,0.00123182525794823,3
"length",5,447,0.809566184649611,1.1084218341405e-06,3
"length",5,448,0.799421520132012,1.16870269627498e-07,3
"length",5,449,0.75706340378198,3.3669475488153e-06,3
"length",5,450,0.719688542825362,1.33131097191941e-05,3
"length",5,451,0.665406006674082,8.95880778269242e-05,3
"length",5,452,0.863277344311774,8.30159561642744e-10,3
"length",5,453,0.74238042269188,5.66031535590119e-06,3
"length",5,454,0.746829810901001,4.81019694459768e-06,3
"length",5,455,0.825583982202447,9.37861285248089e-07,2
"length",5,456,0.78420467185762,1.6149878817033e-06,3
"length",5,457,0.824249165739711,9.50741939765109e-07,3
"length",5,458,0.818909899888765,1.00393346057832e-06,3
"length",5,459,0.747274749721913,4.73351429156876e-06,2
