"genotype","rep","image","emmean","SE","df","asymp.LCL","asymp.UCL"
"2014010-010","1","27",0.353010287434697,0.0104098335080363,Inf,0.332607388673887,0.373413186195506
"W1406-001","1","27",0.343836745893046,0.0103644393174791,Inf,0.323522818110836,0.364150673675256
"W1411-017","1","27",0.322552545584359,0.0104608939694038,Inf,0.302049570158236,0.343055521010483
"W1425-006","1","27",0.308360909480021,0.010516110246834,Inf,0.287749712138773,0.328972106821268
"2014001-005","2","27",0.357342527723046,0.0104098335081333,Inf,0.336939628962046,0.377745426484045
"2014005-019","2","27",0.339275941034103,0.0104608964072937,Inf,0.318772960829803,0.359778921238403
"2014005-024","2","27",0.327757017375994,0.0104098335080369,Inf,0.307354118615184,0.348159916136805
"2014006-046","2","27",0.335934010230023,0.0104098335080381,Inf,0.315531111469211,0.356336908990836
"2014007-001","2","27",0.336046076139657,0.0104098335080369,Inf,0.315643177378846,0.356448974900467
"2014008-016","2","27",0.322231681291611,0.0104098335080377,Inf,0.301828782530799,0.342634580052423
"2014009-010","2","27",0.333502854180392,0.0104098335080373,Inf,0.313099955419581,0.353905752941204
"2014009-012","2","27",0.339870540632569,0.0104098335080383,Inf,0.319467641871756,0.360273439393382
"2014009-034","2","27",0.30511357031835,0.0104098335080374,Inf,0.284710671557538,0.325516469079161
"2014009-041","2","27",0.329418985944671,0.0103642005540281,Inf,0.309105526130225,0.349732445759116
"2014009-046","2","27",0.3163244832441,0.010460628489703,Inf,0.295822028148628,0.336826938339571
"2014010-010","2","27",0.35750209191438,0.0104098335080366,Inf,0.33709919315357,0.37790499067519
"W1406-001","2","27",0.34832855037273,0.0103642001163442,Inf,0.328015091416129,0.36864200932933
"W1411-017","2","27",0.327044350064043,0.0104606286586719,Inf,0.306541894637398,0.347546805490687
"W1425-006","2","27",0.312852713959704,0.0105161102468343,Inf,0.292241516618456,0.333463911300952
"2014001-005","1","28",0.344878810832487,0.0104098335081776,Inf,0.3244759120714,0.365281709593573
"2014005-019","1","28",0.331496933442163,0.0104098335080373,Inf,0.311094034681352,0.351899832202974
"2014005-024","1","28",0.322324344611328,0.0104098335080368,Inf,0.301921445850517,0.342727243372138
"2014006-046","1","28",0.339317574912552,0.0104098335080375,Inf,0.31891467615174,0.359720473673363
"2014007-001","1","28",0.333151389111987,0.0104098335080365,Inf,0.312748490351177,0.353554287872797
"2014008-016","1","28",0.314954788953413,0.0103644387612873,Inf,0.294640862261319,0.335268715645507
"2014009-010","1","28",0.330157159526396,0.010409833508037,Inf,0.309754260765585,0.350560058287206
"2014009-012","1","28",0.328279264161857,0.0104098335080381,Inf,0.307876365401044,0.34868216292267
"2014009-034","1","28",0.298298640813109,0.0103220659524279,Inf,0.278067763300303,0.318529518325915
"2014009-041","1","28",0.322288977081738,0.0104098335080374,Inf,0.301886078320927,0.34269187584255
"2014009-046","1","28",0.304138085358607,0.0103644392256539,Inf,0.283824157756371,0.324452012960843
"2014010-010","1","28",0.343550508729908,0.0104098335080363,Inf,0.323147609969098,0.363953407490717
"W1406-001","1","28",0.348055396760392,0.0104098335080368,Inf,0.327652497999581,0.368458295521202
"W1411-017","1","28",0.327059214992833,0.0104098335080369,Inf,0.306656316232023,0.347462113753644
"W1425-006","1","28",0.311815570047534,0.0104098335080374,Inf,0.291412671286722,0.332218468808346
"2014001-005","2","28",0.34937061531217,0.0104098335081333,Inf,0.32896771655117,0.36977351407317
"2014005-019","2","28",0.335988737921846,0.0104098335080375,Inf,0.315585839161035,0.356391636682658
"2014005-024","2","28",0.326816149091011,0.0104098335080369,Inf,0.3064132503302,0.347219047851822
"2014006-046","2","28",0.343809379392235,0.0104098335080381,Inf,0.323406480631422,0.364212278153048
"2014007-001","2","28",0.33764319359167,0.0104098335080369,Inf,0.31724029483086,0.358046092352481
"2014008-016","2","28",0.319446593433096,0.0103642004164777,Inf,0.299133133888245,0.339760052977947
"2014009-010","2","28",0.334648964006079,0.0104098335080373,Inf,0.314246065245268,0.35505186276689
"2014009-012","2","28",0.33277106864154,0.0104098335080383,Inf,0.312368169880727,0.353173967402354
"2014009-034","2","28",0.302790445292792,0.0103220659524282,Inf,0.282559567779986,0.323021322805599
"2014009-041","2","28",0.326780781561422,0.0104098335080377,Inf,0.30637788280061,0.347183680322234
"2014009-046","2","28",0.308629889838291,0.0103642001658955,Inf,0.288316430784571,0.32894334889201
"2014010-010","2","28",0.348042313209591,0.0104098335080366,Inf,0.327639414448781,0.368445211970401
"W1406-001","2","28",0.352547201240075,0.0104098335080372,Inf,0.332144302479264,0.372950100000886
"W1411-017","2","28",0.331551019472517,0.0104098335080372,Inf,0.311148120711705,0.351953918233328
"W1425-006","2","28",0.316307374527217,0.0104098335080377,Inf,0.295904475766405,0.33671027328803
"2014001-005","1","29",0.348422882751367,0.0103644394244467,Inf,0.328108954759505,0.36873681074323
"2014005-019","1","29",0.318632256207492,0.0104606274459022,Inf,0.298129803157833,0.339134709257152
"2014005-024","1","29",0.311474965976795,0.0104098335080368,Inf,0.291072067215984,0.331877864737605
"2014006-046","1","29",0.33172940054384,0.0104098335080375,Inf,0.311326501783029,0.352132299304652
"2014007-001","1","29",0.343708554310478,0.0104606286839127,Inf,0.323206098834363,0.364211009786594
"2014008-016","1","29",0.318338719281112,0.0103236257505362,Inf,0.298104784620191,0.338572653942034
"2014009-010","1","29",0.338375056590531,0.0103644385469479,Inf,0.318061130318534,0.358688982862527
"2014009-012","1","29",0.329166698409026,0.010364200467107,Inf,0.308853238764943,0.349480158053109
"2014009-034","1","29",0.293720534981109,0.0104098335080371,Inf,0.273317636220299,0.31412343374192
"2014009-041","1","29",0.325795876589784,0.0104098335080374,Inf,0.305392977828973,0.346198775350596
"2014009-046","1","29",0.30726280720396,0.0104098335080373,Inf,0.286859908443149,0.327665705964771
"2014010-010","1","29",0.339861986537555,0.0104098335080363,Inf,0.319459087776746,0.360264885298365
"W1406-001","1","29",0.330337342917311,0.0104098335080368,Inf,0.3099344441565,0.350740241678121
"W1411-017","1","29",0.319289630049726,0.0104098335080369,Inf,0.298886731288915,0.339692528810536
"W1425-006","1","29",0.308838243820195,0.0104098335080374,Inf,0.288435345059383,0.329241142581006
"2014001-005","2","29",0.352914687231051,0.0103642000587952,Inf,0.332601228387244,0.373228146074857
"2014005-019","2","29",0.323124060687176,0.0104608964072937,Inf,0.302621080482876,0.343627040891476
"2014005-024","2","29",0.315966770456478,0.010409833508037,Inf,0.295563871695668,0.336369669217289
"2014006-046","2","29",0.336221205023524,0.0104098335080381,Inf,0.315818306262711,0.356624103784336
"2014007-001","2","29",0.348200358790161,0.0104608939186639,Inf,0.327697383463486,0.368703334116837
"2014008-016","2","29",0.322830523760796,0.0103231718972218,Inf,0.302597478636025,0.343063568885567
"2014009-010","2","29",0.342866861070214,0.0103642005321393,Inf,0.32255340129867,0.363180320841758
"2014009-012","2","29",0.333658502888709,0.0103644386674652,Inf,0.313344576380503,0.353972429396915
"2014009-034","2","29",0.298212339460793,0.0104098335080374,Inf,0.277809440699981,0.318615238221604
"2014009-041","2","29",0.330287681069468,0.0104098335080377,Inf,0.309884782308656,0.35069057983028
"2014009-046","2","29",0.311754611683643,0.0104098335080375,Inf,0.291351712922832,0.332157510444455
"2014010-010","2","29",0.344353791017239,0.0104098335080366,Inf,0.323950892256429,0.364756689778049
"W1406-001","2","29",0.334829147396994,0.0104098335080373,Inf,0.314426248636183,0.355232046157805
"W1411-017","2","29",0.323781434529409,0.0104098335080372,Inf,0.303378535768598,0.34418433329022
"W1425-006","2","29",0.313330048299878,0.0104098335080377,Inf,0.292927149539066,0.33373294706069
"2014001-005","1","3",0.350678013880629,0.0104098335081776,Inf,0.330275115119543,0.371080912641715
"2014005-019","1","3",0.335589959087998,0.0104098335080373,Inf,0.315187060327186,0.355992857848809
"2014005-024","1","3",0.318272394430128,0.0104606284432535,Inf,0.297769939425695,0.33877484943456
"2014006-046","1","3",0.342423904001671,0.0104098335080375,Inf,0.322021005240859,0.362826802762483
"2014007-001","1","3",0.348641793707895,0.0104098335080365,Inf,0.328238894947085,0.369044692468704
"2014008-016","1","3",0.321364384195544,0.0104098335080375,Inf,0.300961485434733,0.341767282956356
"2014009-010","1","3",0.333867596788312,0.0103644385469479,Inf,0.313553670516316,0.354181523060309
"2014009-012","1","3",0.331105944752933,0.0104098335080381,Inf,0.31070304599212,0.351508843513746
"2014009-034","1","3",0.292471987759253,0.0104098335080371,Inf,0.272069088998442,0.312874886520063
"2014009-041","1","3",0.320577093189997,0.0104098335080374,Inf,0.300174194429185,0.340979991950808
"2014009-046","1","3",0.294605121364377,0.0104098335080373,Inf,0.274202222603566,0.315008020125188
"2014010-010","1","3",0.34719399728287,0.0104098335080363,Inf,0.326791098522061,0.36759689604368
"W1406-001","1","3",0.340803916471626,0.0104098335080368,Inf,0.320401017710815,0.361206815232436
"W1411-017","1","3",0.330033626085392,0.0103220659524277,Inf,0.309802748572587,0.350264503598198
"W1425-006","1","3",0.313335700256057,0.0104098335080374,Inf,0.292932801495245,0.333738599016869
"2014001-005","2","3",0.355169818360312,0.0104098335081334,Inf,0.334766919599313,0.375572717121312
"2014005-019","2","3",0.340081763567681,0.0104098335080375,Inf,0.319678864806869,0.360484662328493
"2014005-024","2","3",0.322764198909811,0.010460894402432,Inf,0.302261222634968,0.343267175184654
"2014006-046","2","3",0.346915708481354,0.0104098335080381,Inf,0.326512809720541,0.367318607242167
"2014007-001","2","3",0.353133598187578,0.0104098335080369,Inf,0.332730699426768,0.373536496948389
"2014008-016","2","3",0.325856188675228,0.0104098335080377,Inf,0.305453289914415,0.34625908743604
"2014009-010","2","3",0.338359401267996,0.0103642005321393,Inf,0.318045941496452,0.35867286103954
"2014009-012","2","3",0.335597749232616,0.0104098335080383,Inf,0.315194850471803,0.356000647993429
"2014009-034","2","3",0.296963792238936,0.0104098335080374,Inf,0.276560893478124,0.317366690999748
"2014009-041","2","3",0.32506889766968,0.0104098335080377,Inf,0.304665998908868,0.345471796430492
"2014009-046","2","3",0.29909692584406,0.0104098335080375,Inf,0.278694027083248,0.319499824604872
"2014010-010","2","3",0.351685801762554,0.0104098335080366,Inf,0.331282903001744,0.372088700523364
"W1406-001","2","3",0.345295720951309,0.0104098335080372,Inf,0.324892822190498,0.36569861971212
"W1411-017","2","3",0.334525430565076,0.010322065952428,Inf,0.31429455305227,0.354756308077882
"W1425-006","2","3",0.31782750473574,0.0104098335080377,Inf,0.297424605974928,0.338230403496553
"2014001-005","1","30",0.342404203074504,0.0104098335081776,Inf,0.322001304313418,0.362807101835591
"2014005-019","1","30",0.335000442934021,0.0104098335080373,Inf,0.31459754417321,0.355403341694833
"2014005-024","1","30",0.320732100646748,0.0104098335080368,Inf,0.300329201885938,0.341134999407558
"2014006-046","1","30",0.335496925324201,0.0104098335080375,Inf,0.315094026563389,0.355899824085013
"2014007-001","1","30",0.335863271502469,0.0104098335080365,Inf,0.315460372741659,0.356266170263278
"2014008-016","1","30",0.314945805988774,0.0104098335080375,Inf,0.294542907227962,0.335348704749585
"2014009-010","1","30",0.338231298437782,0.010409833508037,Inf,0.317828399676971,0.358634197198592
"2014009-012","1","30",0.334653355582165,0.0104606288071597,Inf,0.31415089986449,0.355155811299841
"2014009-034","1","30",0.302292494712991,0.0104098335080371,Inf,0.281889595952181,0.322695393473802
"2014009-041","1","30",0.319870526246218,0.0104098335080374,Inf,0.299467627485406,0.34027342500703
"2014009-046","1","30",0.299149141358601,0.0104098335080373,Inf,0.27874624259779,0.319552040119412
"2014010-010","1","30",0.340289215817157,0.0104098335080363,Inf,0.319886317056347,0.360692114577966
"W1406-001","1","30",0.343132214556538,0.0104098335080368,Inf,0.322729315795728,0.363535113317349
"W1411-017","1","30",0.325882020082614,0.0104098335080369,Inf,0.305479121321803,0.346284918843424
"W1425-006","1","30",0.311939551295394,0.0103644385694418,Inf,0.291625624979311,0.332253477611478
"2014001-005","2","30",0.346896007554188,0.0104098335081334,Inf,0.326493108793188,0.367298906315187
"2014005-019","2","30",0.339492247413705,0.0104098335080375,Inf,0.319089348652893,0.359895146174517
"2014005-024","2","30",0.325223905126431,0.0104098335080369,Inf,0.304821006365621,0.345626803887242
"2014006-046","2","30",0.339988729803884,0.0104098335080381,Inf,0.319585831043071,0.360391628564697
"2014007-001","2","30",0.340355075982152,0.0104098335080369,Inf,0.319952177221341,0.360757974742962
"2014008-016","2","30",0.319437610468457,0.0104098335080377,Inf,0.299034711707645,0.339840509229269
"2014009-010","2","30",0.342723102917465,0.0104098335080373,Inf,0.322320204156654,0.363126001678277
"2014009-012","2","30",0.339145160061849,0.0104608936709208,Inf,0.318642185220741,0.359648134902957
"2014009-034","2","30",0.306784299192675,0.0104098335080374,Inf,0.286381400431863,0.327187197953486
"2014009-041","2","30",0.324362330725901,0.0104098335080377,Inf,0.303959431965089,0.344765229486714
"2014009-046","2","30",0.303640945838284,0.0104098335080375,Inf,0.283238047077473,0.324043844599096
"2014010-010","2","30",0.34478102029684,0.0104098335080366,Inf,0.32437812153603,0.36518391905765
"W1406-001","2","30",0.347624019036222,0.0104098335080372,Inf,0.32722112027541,0.368026917797033
"W1411-017","2","30",0.330373824562297,0.0104098335080372,Inf,0.309970925801486,0.350776723323108
"W1425-006","2","30",0.316431355775078,0.0103642005200017,Inf,0.296117896027323,0.336744815522832
"2014001-005","1","31",0.348978194573163,0.0104098335081776,Inf,0.328575295812077,0.369381093334249
"2014005-019","1","31",0.327698943483527,0.0104606274459022,Inf,0.307196490433867,0.348201396533186
"2014005-024","1","31",0.318748867326924,0.0104608944024318,Inf,0.298245891052081,0.339251843601767
"2014006-046","1","31",0.335425454108597,0.0104098335080375,Inf,0.315022555347785,0.355828352869408
"2014007-001","1","31",0.338397859738288,0.0104098335080365,Inf,0.317994960977478,0.358800758499098
"2014008-016","1","31",0.309361405010567,0.0104098335080375,Inf,0.288958506249755,0.329764303771378
"2014009-010","1","31",0.342879613020283,0.0104608935331414,Inf,0.322376638449218,0.363382587591348
"2014009-012","1","31",0.336031877996842,0.0104098335080381,Inf,0.315628979236029,0.356434776757655
"2014009-034","1","31",0.290811759694673,0.0104098335080371,Inf,0.270408860933862,0.311214658455484
"2014009-041","1","31",0.326847805500755,0.0104098335080374,Inf,0.306444906739944,0.347250704261567
"2014009-046","1","31",0.311801901441161,0.0104098335080373,Inf,0.29139900268035,0.332204800201972
"2014010-010","1","31",0.346419728192232,0.0104098335080363,Inf,0.326016829431423,0.366822626953041
"W1406-001","1","31",0.3332029591715,0.0104098335080368,Inf,0.312800060410689,0.35360585793231
"W1411-017","1","31",0.321326606789449,0.0103642003262176,Inf,0.301013147421504,0.341640066157394
"W1425-006","1","31",0.319178665704951,0.0104098335080374,Inf,0.298775766944139,0.339581564465762
"2014001-005","2","31",0.353469999052847,0.0104098335081334,Inf,0.333067100291847,0.373872897813846
"2014005-019","2","31",0.33219074796321,0.0104608964072937,Inf,0.31168776775891,0.35269372816751
"2014005-024","2","31",0.323240671806608,0.0104606284432537,Inf,0.302738216802175,0.34374312681104
"2014006-046","2","31",0.33991725858828,0.0104098335080381,Inf,0.319514359827467,0.360320157349093
"2014007-001","2","31",0.342889664217971,0.0104098335080369,Inf,0.322486765457161,0.363292562978782
"2014008-016","2","31",0.31385320949025,0.0104098335080377,Inf,0.293450310729438,0.334256108251062
"2014009-010","2","31",0.347371417499966,0.0104606288756993,Inf,0.326868961647956,0.367873873351976
"2014009-012","2","31",0.340523682476525,0.0104098335080383,Inf,0.320120783715712,0.360926581237338
"2014009-034","2","31",0.295303564174356,0.0104098335080374,Inf,0.274900665413545,0.315706462935168
"2014009-041","2","31",0.331339609980439,0.0104098335080377,Inf,0.310936711219627,0.351742508741251
"2014009-046","2","31",0.316293705920844,0.0104098335080375,Inf,0.295890807160032,0.336696604681656
"2014010-010","2","31",0.350911532671915,0.0104098335080366,Inf,0.330508633911105,0.371314431432725
"W1406-001","2","31",0.337694763651183,0.0104098335080372,Inf,0.317291864890372,0.358097662411994
"W1411-017","2","31",0.325818411269132,0.0103644389285514,Inf,0.305504484249207,0.346132338289058
"W1425-006","2","31",0.323670470184634,0.0104098335080377,Inf,0.303267571423822,0.344073368945446
"2014001-005","1","32",0.345513044215693,0.0104098335081776,Inf,0.325110145454607,0.36591594297678
"2014005-019","1","32",0.325933944978126,0.0104098335080373,Inf,0.305531046217314,0.346336843738937
"2014005-024","1","32",0.318545315793792,0.0104098335080368,Inf,0.298142417032982,0.338948214554603
"2014006-046","1","32",0.339098422144024,0.0104098335080375,Inf,0.318695523383212,0.359501320904835
"2014007-001","1","32",0.338169585054978,0.0104098335080365,Inf,0.317766686294169,0.358572483815788
"2014008-016","1","32",0.31323119811235,0.0104098335080375,Inf,0.292828299351539,0.333634096873162
"2014009-010","1","32",0.323032729589458,0.010409833508037,Inf,0.302629830828647,0.343435628350269
"2014009-012","1","32",0.333103351545217,0.0104098335080381,Inf,0.312700452784404,0.35350625030603
"2014009-034","1","32",0.298277152184637,0.0104098335080371,Inf,0.277874253423826,0.318680050945448
"2014009-041","1","32",0.322927213053747,0.0104098335080374,Inf,0.302524314292936,0.343330111814559
"2014009-046","1","32",0.303592356325696,0.0104098335080373,Inf,0.283189457564885,0.323995255086507
"2014010-010","1","32",0.343501613714537,0.0104098335080363,Inf,0.323098714953728,0.363904512475346
"W1406-001","1","32",0.336615390868492,0.0104606284374788,Inf,0.316112935875378,0.357117845861606
"W1411-017","1","32",0.326965553321879,0.0104098335080369,Inf,0.306562654561068,0.347368452082689
"W1425-006","1","32",0.303600391395143,0.0104608935588572,Inf,0.283097416773676,0.32410336601661
"2014001-005","2","32",0.350004848695377,0.0104098335081334,Inf,0.329601949934377,0.370407747456376
"2014005-019","2","32",0.330425749457809,0.0104098335080375,Inf,0.310022850696997,0.350828648218621
"2014005-024","2","32",0.323037120273476,0.0104098335080369,Inf,0.302634221512665,0.343440019034286
"2014006-046","2","32",0.343590226623707,0.0104098335080381,Inf,0.323187327862894,0.36399312538452
"2014007-001","2","32",0.342661389534662,0.0104098335080369,Inf,0.322258490773851,0.363064288295472
"2014008-016","2","32",0.317723002592034,0.0104098335080377,Inf,0.297320103831221,0.338125901352846
"2014009-010","2","32",0.327524534069142,0.0104098335080373,Inf,0.30712163530833,0.347927432829953
"2014009-012","2","32",0.337595156024901,0.0104098335080383,Inf,0.317192257264087,0.357998054785714
"2014009-034","2","32",0.302768956664321,0.0104098335080374,Inf,0.282366057903509,0.323171855425132
"2014009-041","2","32",0.327419017533431,0.0104098335080377,Inf,0.307016118772619,0.347821916294243
"2014009-046","2","32",0.308084160805379,0.0104098335080375,Inf,0.287681262044568,0.328487059566191
"2014010-010","2","32",0.34799341819422,0.0104098335080366,Inf,0.32759051943341,0.36839631695503
"W1406-001","2","32",0.341107195348175,0.0104608944140405,Inf,0.32060421905058,0.361610171645771
"W1411-017","2","32",0.331457357801562,0.0104098335080372,Inf,0.311054459040751,0.351860256562373
"W1425-006","2","32",0.308092195874827,0.0104606288629071,Inf,0.287589740047889,0.328594651701765
"2014001-005","1","33",0.349157676843639,0.0104098335081776,Inf,0.328754778082553,0.369560575604725
"2014005-019","1","33",0.333776111105137,0.0104098335080373,Inf,0.313373212344326,0.354179009865949
"2014005-024","1","33",0.318987239143838,0.0104098335080368,Inf,0.298584340383028,0.339390137904648
"2014006-046","1","33",0.339717017183077,0.0104098335080375,Inf,0.319314118422265,0.360119915943888
"2014007-001","1","33",0.343540805705441,0.0104098335080365,Inf,0.323137906944632,0.363943704466251
"2014008-016","1","33",0.323722003724334,0.0104098335080375,Inf,0.303319104963523,0.344124902485146
"2014009-010","1","33",0.324018535546859,0.0103644385469479,Inf,0.303704609274862,0.344332461818855
"2014009-012","1","33",0.334586549359186,0.0104098335080381,Inf,0.314183650598373,0.354989448119999
"2014009-034","1","33",0.301577808312236,0.0104098335080371,Inf,0.281174909551425,0.321980707073047
"2014009-041","1","33",0.325999486940992,0.0103642005540278,Inf,0.305686027126548,0.346312946755437
"2014009-046","1","33",0.291289688260137,0.0104098335080373,Inf,0.270886789499326,0.311692587020948
"2014010-010","1","33",0.347769003365321,0.0104098335080363,Inf,0.327366104604511,0.36817190212613
"W1406-001","1","33",0.333695441202444,0.0104098335080368,Inf,0.313292542441633,0.354098339963254
"W1411-017","1","33",0.322841766009589,0.0103644389285511,Inf,0.302527838989664,0.343155693029514
"W1425-006","1","33",0.310538565665898,0.0103642005200014,Inf,0.290225105918144,0.330852025413652
"2014001-005","2","33",0.353649481323322,0.0104098335081334,Inf,0.333246582562323,0.374052380084322
"2014005-019","2","33",0.338267915584821,0.0104098335080375,Inf,0.317865016824009,0.358670814345632
"2014005-024","2","33",0.323479043623521,0.0104098335080369,Inf,0.303076144862711,0.343881942384332
"2014006-046","2","33",0.34420882166276,0.0104098335080381,Inf,0.323805922901947,0.364611720423573
"2014007-001","2","33",0.348032610185125,0.0104098335080369,Inf,0.327629711424314,0.368435508945935
"2014008-016","2","33",0.328213808204018,0.0104098335080377,Inf,0.307810909443206,0.34861670696483
"2014009-010","2","33",0.328510340026542,0.0103642005321393,Inf,0.308196880254998,0.348823799798086
"2014009-012","2","33",0.33907835383887,0.0104098335080383,Inf,0.318675455078056,0.359481252599683
"2014009-034","2","33",0.30606961279192,0.0104098335080374,Inf,0.285666714031108,0.326472511552731
"2014009-041","2","33",0.330491291420676,0.0103644385063859,Inf,0.310177365228179,0.350805217613172
"2014009-046","2","33",0.295781492739821,0.0104098335080375,Inf,0.275378593979009,0.316184391500632
"2014010-010","2","33",0.352260807845004,0.0104098335080366,Inf,0.331857909084194,0.372663706605814
"W1406-001","2","33",0.338187245682127,0.0104098335080372,Inf,0.317784346921316,0.358590144442938
"W1411-017","2","33",0.327333570489272,0.0103642003262178,Inf,0.307020111121327,0.347647029857217
"W1425-006","2","33",0.315030370145582,0.0103644385694421,Inf,0.294716443829497,0.335344296461666
"2014001-005","1","34",0.346019326089223,0.0104098335081776,Inf,0.325616427328137,0.366422224850309
"2014005-019","1","34",0.32451992023455,0.0104098335080373,Inf,0.304117021473738,0.344922818995361
"2014005-024","1","34",0.321354320332916,0.0104098335080368,Inf,0.300951421572106,0.341757219093727
"2014006-046","1","34",0.333543530473996,0.0104098335080375,Inf,0.313140631713184,0.353946429234807
"2014007-001","1","34",0.325981878936771,0.0104098335080365,Inf,0.305578980175962,0.346384777697581
"2014008-016","1","34",0.319707350702307,0.0103220659524283,Inf,0.2994764731895,0.339938228215113
"2014009-010","1","34",0.339186585197011,0.010460628875699,Inf,0.318684129345002,0.359689041049021
"2014009-012","1","34",0.329353237130623,0.0104098335080381,Inf,0.30895033836981,0.349756135891436
"2014009-034","1","34",0.293444294780952,0.010364438672143,Inf,0.273130368263577,0.313758221298326
"2014009-041","1","34",0.329586613519204,0.0104608934867691,Inf,0.309083639039026,0.350089587999381
"2014009-046","1","34",0.301766463279732,0.0104098335080373,Inf,0.28136356451892,0.322169362040543
"2014010-010","1","34",0.340292641533058,0.0104098335080363,Inf,0.319889742772248,0.360695540293867
"W1406-001","1","34",0.345828642874936,0.0104098335080368,Inf,0.325425744114125,0.366231541635746
"W1411-017","1","34",0.318611156192651,0.0104098335080369,Inf,0.298208257431841,0.339014054953462
"W1425-006","1","34",0.32023881624461,0.0103644385694418,Inf,0.299924889928526,0.340552742560694
"2014001-005","2","34",0.350511130568906,0.0104098335081334,Inf,0.330108231807907,0.370914029329906
"2014005-019","2","34",0.329011724714233,0.0104098335080375,Inf,0.308608825953421,0.349414623475045
"2014005-024","2","34",0.3258461248126,0.010409833508037,Inf,0.305443226051789,0.34624902357341
"2014006-046","2","34",0.338035334953679,0.0104098335080381,Inf,0.317632436192866,0.358438233714492
"2014007-001","2","34",0.330473683416455,0.0104098335080369,Inf,0.310070784655644,0.350876582177265
"2014008-016","2","34",0.32419915518199,0.0103220659524285,Inf,0.303968277669183,0.344430032694797
"2014009-010","2","34",0.343678389676695,0.0104608935331417,Inf,0.323175415105629,0.36418136424776
"2014009-012","2","34",0.333845041610306,0.0104098335080383,Inf,0.313442142849493,0.354247940371119
"2014009-034","2","34",0.297936099260635,0.0103642004645814,Inf,0.277622639621502,0.318249558899768
"2014009-041","2","34",0.334078417998887,0.0104606288987687,Inf,0.313575962101661,0.354580873896112
"2014009-046","2","34",0.306258267759415,0.0104098335080375,Inf,0.285855368998603,0.326661166520227
"2014010-010","2","34",0.344784446012741,0.0104098335080366,Inf,0.324381547251931,0.365187344773551
"W1406-001","2","34",0.350320447354619,0.0104098335080372,Inf,0.329917548593808,0.37072334611543
"W1411-017","2","34",0.323102960672335,0.0104098335080372,Inf,0.302700061911523,0.343505859433146
"W1425-006","2","34",0.324730620724294,0.0103642005200017,Inf,0.304417160976539,0.345044080472048
"2014001-005","1","35",0.347458532186732,0.0104098335081776,Inf,0.327055633425646,0.367861430947818
"2014005-019","1","35",0.333566854474152,0.0104098335080373,Inf,0.31316395571334,0.353969753234963
"2014005-024","1","35",0.31536397026592,0.0104098335080368,Inf,0.294961071505109,0.33576686902673
"2014006-046","1","35",0.336711634508885,0.0104098335080375,Inf,0.316308735748074,0.357114533269697
"2014007-001","1","35",0.34220198420281,0.0104098335080365,Inf,0.321799085442,0.36260488296362
"2014008-016","1","35",0.32040370199737,0.0104098335080375,Inf,0.300000803236558,0.340806600758181
"2014009-010","1","35",0.329578466003767,0.010409833508037,Inf,0.309175567242956,0.349981364764578
"2014009-012","1","35",0.340981033456995,0.0104098335080381,Inf,0.320578134696182,0.361383932217808
"2014009-034","1","35",0.297752891265686,0.010364200464581,Inf,0.277439431626554,0.318066350904818
"2014009-041","1","35",0.326023766753921,0.0104098335080374,Inf,0.30562086799311,0.346426665514733
"2014009-046","1","35",0.310578467188291,0.0104098335080373,Inf,0.290175568427479,0.330981365949102
"2014010-010","1","35",0.344905024521681,0.0104098335080363,Inf,0.324502125760872,0.36530792328249
"W1406-001","1","35",0.342133470995967,0.0104098335080368,Inf,0.321730572235156,0.362536369756777
"W1411-017","1","35",0.331973411425155,0.0104098335080369,Inf,0.311570512664344,0.352376310185965
"W1425-006","1","35",0.309724270845183,0.0104606288629068,Inf,0.289221815018245,0.33022672667212
"2014001-005","2","35",0.351950336666416,0.0104098335081334,Inf,0.331547437905416,0.372353235427415
"2014005-019","2","35",0.338058658953835,0.0104098335080375,Inf,0.317655760193023,0.358461557714647
"2014005-024","2","35",0.319855774745603,0.010409833508037,Inf,0.299452875984792,0.340258673506414
"2014006-046","2","35",0.341203438988569,0.0104098335080381,Inf,0.320800540227756,0.361606337749382
"2014007-001","2","35",0.346693788682494,0.0104098335080369,Inf,0.326290889921683,0.367096687443304
"2014008-016","2","35",0.324895506477053,0.0104098335080377,Inf,0.304492607716241,0.345298405237865
"2014009-010","2","35",0.334070270483451,0.0104098335080373,Inf,0.313667371722639,0.354473169244262
"2014009-012","2","35",0.345472837936678,0.0104098335080383,Inf,0.325069939175865,0.365875736697491
"2014009-034","2","35",0.30224469574537,0.0103644386721433,Inf,0.281930769227995,0.322558622262745
"2014009-041","2","35",0.330515571233605,0.0104098335080377,Inf,0.310112672472792,0.350918469994417
"2014009-046","2","35",0.315070271667974,0.0104098335080375,Inf,0.294667372907162,0.335473170428786
"2014010-010","2","35",0.349396829001364,0.0104098335080366,Inf,0.328993930240554,0.369799727762174
"W1406-001","2","35",0.34662527547565,0.0104098335080372,Inf,0.326222376714839,0.367028174236461
"W1411-017","2","35",0.336465215904838,0.0104098335080372,Inf,0.316062317144027,0.356868114665649
"W1425-006","2","35",0.314216075324866,0.0104608935588575,Inf,0.293713100703399,0.334719049946334
"2014001-005","1","36",0.347419189939358,0.0104098335081776,Inf,0.327016291178271,0.367822088700444
"2014005-019","1","36",0.328703494231924,0.0103644410609982,Inf,0.308389563032479,0.349017425431369
