"genotype","rep","image","area","SE","df","asymp.LCL","asymp.UCL"
"2014009-034",2,27,5.58038444796831,0.692973843171607,Inf,4.30482361247678,7.02123116216609
"2014009-041",2,27,4.5274382761933,0.620639904832534,Inf,3.39271412630352,5.82557784798378
"2014009-046",2,27,5.00494094655131,0.660636077541275,Inf,3.79386359077375,6.38350942851117
"2014010-010",2,27,4.94825096697976,0.652545263051617,Inf,3.7519286924695,6.30985912019627
"W1406-001",2,27,4.17715965154941,0.596147811013111,Inf,3.09043911963305,5.42729559772922
"W1411-017",2,27,6.02188030438179,0.724650960277276,Inf,4.68533608568166,7.52591565269331
"W1425-006",2,27,7.04435729336474,0.789104639428961,Inf,5.58263208120719,8.67586542783564
"2014001-005",1,28,7.87970229821375,0.823454651627518,Inf,6.34840377747483,9.57628669765866
"2014005-019",1,28,4.31756516326681,0.609542837980123,Inf,3.20552609314456,5.59489011209531
"2014005-024",1,28,5.47600712175,0.686462447525979,Inf,4.21320838721299,6.90409173499326
"2014006-046",1,28,3.31390954904162,0.534017030569881,Inf,2.34989834134676,4.44320663544274
"2014007-001",1,28,5.20145460009767,0.669032458583195,Inf,3.97281801613945,6.59537706276214
"2014008-016",1,28,5.27995039024855,0.670256918019216,Inf,4.04798355731882,6.67534239673178
"2014009-010",1,28,5.54635847837907,0.690857935200949,Inf,4.27494474630463,6.98305808915976
"2014009-012",1,28,9.15253753500496,0.887473801891738,Inf,7.49576378542744,10.9745971632887
"2014009-034",1,28,5.70752365322515,0.692979123571667,Inf,4.43011276868223,7.14654101715943
"2014009-041",1,28,4.69141051928899,0.635384331457973,Inf,3.52872305264343,6.0193838646408
"2014009-046",1,28,5.17540753723378,0.66358822025784,Inf,3.9565111142923,6.55772913883309
"2014010-010",1,28,4.18264028773942,0.599943069076439,Inf,3.0894164189283,5.44115003525679
"W1406-001",1,28,3.30144103152299,0.533011469700352,Inf,2.33940068691667,4.42876725483557
"W1411-017",1,28,5.04730390079067,0.659044150344689,Inf,3.83824404124641,6.42164963904119
"W1425-006",1,28,8.53512522876025,0.857017580717103,Inf,6.93804457579021,10.2974917604365
"2014001-005",2,28,8.16692696438924,0.838328282641837,Inf,6.60647666254296,9.89266314494159
"2014005-019",2,28,4.53084425207598,0.62441646899421,Inf,3.38965340084678,5.83732098201143
"2014005-024",2,28,5.71587597594734,0.701336078540065,Inf,4.42392546030338,7.17311237029755
"2014006-046",2,28,3.50108068551397,0.548890661583968,Inf,2.50791769671216,4.65952955302204
"2014007-001",2,28,5.43529821158456,0.683906089597281,Inf,4.17750984651939,6.85837245535598
"2014008-016",2,28,5.51553255050558,0.685026147581214,Inf,4.25461368235624,6.93986683781104
"2014009-010",2,28,5.78774677588526,0.705731566215035,Inf,4.48718126270387,7.2535981677729
"2014009-012",2,28,9.46189250313996,0.902347432905826,Inf,7.7759669724555,11.3131039125307
"2014009-034",2,28,5.95235686466197,0.707686273251795,Inf,4.64612049643076,7.42019971228454
"2014009-041",2,28,4.91362256099422,0.65025796247206,Inf,3.7217833132417,6.27074768745298
"2014009-046",2,28,5.4086713552829,0.678357629823523,Inf,4.16082253968402,6.81993558586813
"2014010-010",2,28,4.39260090412736,0.614816700090525,Inf,3.2702252542093,5.68026243275168
"W1406-001",2,28,3.48826456316788,0.547885100714439,Inf,2.49707243745461,4.64474256758741
"W1411-017",2,28,5.27769472859529,0.673917781358775,Inf,4.03948308794407,6.68119224795275
"W1425-006",2,28,8.83395201324449,0.871891211731188,Inf,7.2077195791675,10.6254703260277
"2014001-005",1,29,8.0657724168299,0.828417711743724,Inf,6.5238161280004,9.77115388634596
"2014005-019",1,29,4.35757397847922,0.616431983950992,Inf,3.2331350431837,5.64950401810873
"2014005-024",1,29,6.36555990100298,0.74012161349104,Inf,4.997591133734,7.89881454697822
"2014006-046",1,29,4.27347433787185,0.606422536296407,Inf,3.16755094667059,5.54468360777937
"2014007-001",1,29,4.93421503159904,0.655951681289743,Inf,3.7323189258455,6.30360226769828
"2014008-016",1,29,5.32784798704751,0.670004722531997,Inf,4.09557992109548,6.72195017236441
"2014009-010",1,29,4.76443590554096,0.636696004402543,Inf,3.59824725299469,6.09404972845377
"2014009-012",1,29,8.46583345657428,0.848688437042903,Inf,6.88414239618328,10.2109399375826
"2014009-034",1,29,7.68432079196912,0.813181567135353,Inf,6.17315714684511,9.36077031579937
"2014009-041",1,29,4.07314224082368,0.592037983322726,Inf,2.99541205538454,5.31615830496907
"2014009-046",1,29,5.22261777333376,0.670392124109029,Inf,3.99131629391388,6.61920513145989
"2014010-010",1,29,4.24100040569686,0.604114054136586,Inf,3.1396015563878,5.50768513371217
"W1406-001",1,29,4.71319719274763,0.636857968934177,Inf,3.54762144972244,6.04405881447907
"W1411-017",1,29,6.09768232249696,0.724381215319559,Inf,4.7605641687464,7.60008635495378
"W1425-006",1,29,6.97825053693706,0.774922125717676,Inf,5.54207401906032,8.57971293352005
"2014001-005",2,29,8.35633836029819,0.843182188032145,Inf,6.78543934601385,10.0906527879112
"2014005-019",2,29,4.57182708272454,0.631426399209983,Inf,3.41800544084884,5.8931514435276
"2014005-024",2,29,6.62397779155607,0.754995244505127,Inf,5.22685724318013,8.18638421863826
"2014006-046",2,29,4.48567479289439,0.621296167310493,Inf,3.35059962058618,5.78603584390886
"2014007-001",2,29,5.16203915573289,0.670947349606365,Inf,3.9307578579138,6.56082313941596
"2014008-016",2,29,5.56448465419326,0.684683936671873,Inf,4.30343680757117,6.98734852091111
"2014009-010",2,29,4.98835078830902,0.651466246955936,Inf,3.79320811801168,6.3469088803659
"2014009-012",2,29,8.76345522430916,0.863503431728092,Inf,7.15273218347772,10.5376034369053
"2014009-034",2,29,7.96799423228568,0.828055198149439,Inf,6.42767880605473,9.67359553722288
"2014009-041",2,29,4.28037020715261,0.606911614336813,Inf,3.17348824060652,5.55253805240495
"2014009-046",2,29,5.45693139744229,0.685265755123115,Inf,4.19647813691546,6.88267053667537
"2014010-010",2,29,4.45240285876132,0.618987685150673,Inf,3.32185222834531,5.74823936788358
"W1406-001",2,29,4.93591864518688,0.651731599948264,Inf,3.74119112105474,6.29593204802527
"W1411-017",2,29,6.35065903235546,0.739254846333644,Inf,4.98438909749795,7.88221484591922
"W1425-006",2,29,7.24869835667151,0.789795756731762,Inf,5.78337005768782,8.87931253436144
"2014001-005",1,3,7.86194880570999,0.822526479519892,Inf,6.33246946887347,9.55671402125249
"2014005-019",1,3,3.57694964369896,0.554806059076335,Inf,2.57219268885786,4.7469924772463
"2014005-024",1,3,4.93084618751403,0.655727707251307,Inf,3.72938906032765,6.29979444008282
"2014006-046",1,3,3.8543109036379,0.575914687036474,Inf,2.80818179823188,5.06572588775017
"2014007-001",1,3,4.55714245363344,0.626225985075751,Inf,3.41240501605497,5.86716576991815
"2014008-016",1,3,5.81729416886715,0.707530710386395,Inf,4.51320239790691,7.28667181853365
"2014009-010",1,3,3.86040200041102,0.573116149028043,Inf,2.81882757454103,5.06540159664754
"2014009-012",1,3,8.37506798519737,0.848943823298821,Inf,6.79381160598706,10.1216102431139
"2014009-034",1,3,4.73384394368984,0.638251362688459,Inf,3.56553719908998,6.06743656699596
"2014009-041",1,3,5.18676581333273,0.668087124662992,Inf,3.95998204981148,6.57883545556025
"2014009-046",1,3,5.54075011889607,0.690508556447665,Inf,4.27002115659503,6.97676495990336
"2014010-010",1,3,4.7077181524497,0.636487691072705,Inf,3.54286814069727,6.03785404290839
"W1406-001",1,3,4.23929706365772,0.603992724720231,Inf,3.13813601563498,5.50574399038671
"W1411-017",1,3,4.39056753389763,0.60779429915115,Inf,3.28011583724829,5.66262570993833
"W1425-006",1,3,7.24810821777518,0.789763606222797,Inf,5.78284293263115,8.87865938162546
"2014001-005",2,3,8.14885261900118,0.837400110534211,Inf,6.59022150105731,9.87276961565113
"2014005-019",2,3,3.77130718418321,0.569679690090422,Inf,2.73739844823517,4.9705017988375
"2014005-024",2,3,5.15859340245662,0.670723390188781,Inf,3.92775106018439,6.55693843690162
"2014006-046",2,3,4.05596532808243,0.590788318050561,Inf,2.98068444156946,5.29653209330165
"2014007-001",2,3,4.77618861497233,0.641099616089838,Inf,3.60229939628692,6.11536371236399
"2014008-016",2,3,6.0644459535149,0.722404341400482,Inf,4.7312024014477,7.56297538428835
"2014009-010",2,3,4.06221367203627,0.587888287936399,Inf,2.99168151162779,5.2961612542043
"2014009-012",2,3,8.67110381277451,0.86381745431291,Inf,7.06069565245726,10.446797851798
"2014009-034",2,3,4.95704706801014,0.653124993702546,Inf,3.75958854230332,6.3197914724232
"2014009-041",2,3,5.4202826393965,0.682960755677079,Inf,4.16434709476829,6.84150406273096
"2014009-046",2,3,5.7820176422702,0.705382187461751,Inf,4.48213689886221,7.24718426438444
"2014010-010",2,3,4.93031160630025,0.651361322086791,Inf,3.73630981344087,6.28959927786588
"W1406-001",2,3,4.45065757526233,0.618866355734318,Inf,3.32034474613264,5.74625628309827
"W1411-017",2,3,4.60562050777613,0.622501448831278,Inf,3.4663433274385,5.90650416750512
"W1425-006",2,3,7.52368647806924,0.804637237236883,Inf,6.02926941181826,9.18338942302646
"2014001-005",1,30,7.5010477359894,0.80342575011896,Inf,6.00900514085716,9.15837620982763
"2014005-019",1,30,4.14306112142229,0.597097774488921,Inf,3.05541392752811,5.39599419402272
"2014005-024",1,30,5.82922804368914,0.708256069696875,Inf,4.5237145946045,7.30002737148003
"2014006-046",1,30,3.23419879548752,0.527555478984249,Inf,2.28285199618474,4.35083147349655
"2014007-001",1,30,4.54213063667846,0.625193699538449,Inf,3.39941644157487,5.8501307104883
"2014008-016",1,30,5.68837534252557,0.699646885017167,Inf,4.39973558534941,7.14230097840798
"2014009-010",1,30,4.69597222036797,0.635693164925717,Inf,3.53267945124841,6.02455086819378
"2014009-012",1,30,8.16082837415749,0.843587117383247,Inf,6.59117357262151,9.89797430840776
"2014009-034",1,30,6.10865699946713,0.72503279698447,Inf,4.77026176912036,7.61233810852016
"2014009-041",1,30,4.83345194788579,0.644931344879685,Inf,3.65205267877376,6.18013709570408
"2014009-046",1,30,4.93116355272506,0.651417596519683,Inf,3.73705146400396,6.2905615201524
"2014010-010",1,30,4.92383759688424,0.650933529191358,Inf,3.73067426269275,6.28228680978198
"W1406-001",1,30,3.72409855143548,0.566102880780599,Inf,2.69720023291426,4.91628274866295
"W1411-017",1,30,4.39690985104731,0.615118180148971,Inf,3.27394331107264,5.68516226972824
"W1425-006",1,30,5.82823885595336,0.704198429016963,Inf,4.52974788263259,7.29015500031846
"2014001-005",2,30,7.78134876077825,0.818299381133273,Inf,6.26015438453866,9.46782901572392
"2014005-019",2,30,4.35203816917293,0.611971405503008,Inf,3.23523919417181,5.63412302288031
"2014005-024",2,30,6.07663057237994,0.723129700710961,Inf,4.74196534218835,7.57658168127778
"2014006-046",2,30,3.4191362864471,0.542429109998336,Inf,2.43863770603737,4.56492074556308
"2014007-001",2,30,4.76081995493907,0.640067330552536,Inf,3.58895397872853,6.09797180985586
"2014008-016",2,30,5.93280182645784,0.714520516031254,Inf,4.61501028817474,7.4158792434472
"2014009-010",2,30,4.91829102040829,0.650566795939803,Inf,3.72584647018178,6.27602144934105
"2014009-012",2,30,8.4530863732896,0.858589244562322,Inf,6.85403371786064,10.2196417115719
"2014009-034",2,30,6.36185894972536,0.739906427998556,Inf,4.99431193827164,7.89469183988533
"2014009-041",2,30,5.05896422536366,0.659804975893772,Inf,3.84841317514468,6.4348011542889
"2014009-046",2,30,5.15891801409302,0.666291227533769,Inf,3.93565414426497,6.54746776262731
"2014010-010",2,30,5.15142472463249,0.665807160205444,Inf,3.92910960933405,6.53902571863718
"W1406-001",2,30,3.92236120585,0.580976511794686,Inf,2.86631110622183,5.14369718418442
"W1411-017",2,30,4.61211623825417,0.629991811163057,Inf,3.45999791717255,5.92952043804205
"W1425-006",2,30,6.07562061046624,0.718966655541197,Inf,4.7481795701232,7.56647707201512
"2014001-005",1,31,7.90857782906807,0.824962065582651,Inf,6.3743248312673,9.60811670557483
"2014005-019",1,31,4.33198169801889,0.614619148212978,Inf,3.21109585547977,5.62035864489201
"2014005-024",1,31,5.50748730834224,0.693034021782914,Inf,4.23291693167317,6.94956037718408
"2014006-046",1,31,4.51427124132205,0.623273421382443,Inf,3.37532072224453,5.81850763910582
"2014007-001",1,31,4.90837548570526,0.64991067655368,Inf,3.71721690584511,6.26481994427166
"2014008-016",1,31,5.68060570012314,0.699168904637892,Inf,4.39290276727567,7.13359451167685
"2014009-010",1,31,4.42625582714631,0.621292404275753,Inf,3.29229643148213,5.72771790397969
"2014009-012",1,31,8.21334298153786,0.84070719019395,Inf,6.64823010656698,9.94374173521499
"2014009-034",1,31,6.50869998972347,0.748396778102941,Inf,5.12451219784902,8.05817366030417
"2014009-041",1,31,4.98375399036713,0.654882040500611,Inf,3.78285171621696,6.34994214322355
"2014009-046",1,31,4.28930212319152,0.607544510360525,Inf,3.18117970323299,5.56271042185629
"2014010-010",1,31,4.47226302544248,0.62036666194946,Inf,3.33900965016533,5.77080227942588
"W1406-001",1,31,3.99606868692322,0.586409847257772,Inf,2.92936944547148,5.22805380708122
"W1411-017",1,31,4.97251187017697,0.650431155339494,Inf,3.77939794026001,6.32904121803638
"W1425-006",1,31,6.08578883733698,0.723674420347467,Inf,4.75005597627617,7.58680757710404
"2014001-005",2,31,8.19632358191634,0.839835696596971,Inf,6.63291880300821,9.92501423953055
"2014005-019",2,31,4.54561227569593,0.62961350061793,Inf,3.39534384976828,5.86338342055094
"2014005-024",2,31,5.74803726852313,0.70798261721329,Inf,4.44416239979588,7.21940326263279
"2014006-046",2,31,4.73229675296755,0.638147052396529,Inf,3.56419445278308,6.06568493185827
"2014007-001",2,31,5.13560903116385,0.664784307567766,Inf,3.91529867019676,6.5212052708372
"2014008-016",2,31,5.92486695458766,0.714042535651979,Inf,4.60801224063325,7.40700754724832
"2014009-010",2,31,4.64217062350264,0.636243513632891,Inf,3.47890181840457,5.97293056263994
"2014009-012",2,31,8.50653154892817,0.855580821208038,Inf,6.91226689285033,10.2660820837122
"2014009-034",2,31,6.7699784601323,0.763270409117027,Inf,5.3566388871509,8.34860391181995
"2014009-041",2,31,5.21270604950239,0.669755671514698,Inf,3.98265199424527,6.60804598346576
"2014009-046",2,31,4.50189042504938,0.622418141374611,Inf,3.36461622398391,5.8044505048211
"2014010-010",2,31,4.68928372112727,0.635240292963547,Inf,3.52687856474318,6.01697475621762
"W1406-001",2,31,4.20135110492679,0.601283478271859,Inf,3.1055000823681,5.46248800619173
"W1411-017",2,31,5.2012084549818,0.665240247004442,Inf,3.97907411730614,6.58676796769661
"W1425-006",2,31,6.33852122051992,0.738548051361553,Inf,4.97363657835217,7.86869174139393
"2014001-005",1,32,7.37677536772171,0.796742642547043,Inf,5.89783142273523,9.02100519141418
"2014005-019",1,32,3.5420597467007,0.552093613751344,Inf,2.54261908700663,4.70678628510103
"2014005-024",1,32,5.73851337647975,0.702723506942654,Inf,4.44384355113559,7.19846908053016
"2014006-046",1,32,3.48446381179783,0.54758653640711,Inf,2.49385686137399,4.64035664092792
"2014007-001",1,32,4.13619416650447,0.596602736667268,Inf,3.04951722891171,5.38815698280347
"2014008-016",1,32,5.22822177131481,0.670751701337166,Inf,3.99621553347813,6.62551388785775
"2014009-010",1,32,4.54175558621876,0.625167887420337,Inf,3.39909198193704,5.84970506920674
"2014009-012",1,32,7.42280763089325,0.799224677527457,Inf,5.93899898673692,9.07190215375583
"2014009-034",1,32,5.16160524868622,0.666464737534336,Inf,3.93800130550611,6.55049507057258
"2014009-041",1,32,5.45431887201857,0.685101698769533,Inf,4.1941871560362,6.87973646670719
"2014009-046",1,32,4.79291708785901,0.642221351865693,Inf,3.61682930745275,6.13429074697152
"2014010-010",1,32,4.42707542393195,0.617224622651462,Inf,3.29998033251689,5.71945639405327
"W1406-001",1,32,3.82491104731919,0.577528574632097,Inf,2.77672140366941,5.04059181631273
"W1411-017",1,32,4.99140310838958,0.65538440773541,Inf,3.78951621255219,6.35857588293322
"W1425-006",1,32,6.64594946660266,0.761300836118687,Inf,5.2375785874026,8.22182302778831
"2014001-005",2,32,7.65476615896347,0.811616273561355,Inf,6.14667043286965,9.32814776376338
"2014005-019",2,32,3.7354796422171,0.566967244765431,Inf,2.70688720141608,4.92935796172438
"2014005-024",2,32,5.98400339486922,0.71759713795674,Inf,4.66018178841812,7.47311088002658
"2014006-046",2,32,3.67632568940597,0.562460167421197,Inf,2.65656695787518,4.861370299643
"2014007-001",2,32,4.34500008832749,0.611476367681355,Inf,3.22917136962779,5.62611468573345
"2014008-016",2,32,5.46265969499001,0.685625332351253,Inf,4.20150167604638,6.8891035926399
"2014009-010",2,32,4.76043598168103,0.640041518434423,Inf,3.58862059629236,6.09753724577596
"2014009-012",2,32,7.70165641827133,0.814098308541545,Inf,6.18869599300805,9.37990272224086
"2014009-034",2,32,5.39456124385947,0.681338368548423,Inf,4.14180551957241,6.81260284685278
"2014009-041",2,32,5.69371733914036,0.69997532978362,Inf,4.40443384205104,7.14828671493593
"2014009-046",2,32,5.0174925680901,0.65709498287978,Inf,3.8122530065769,6.38801800830956
"2014010-010",2,32,4.64300997151658,0.632098253665548,Inf,3.48676309899457,5.96454272274484
"W1406-001",2,32,4.02580473463608,0.592521557587964,Inf,2.94823516781105,5.27087699368302
"W1411-017",2,32,5.22052882710256,0.670258038749495,Inf,3.98949015015822,6.61685338275314
"W1425-006",2,32,6.90994140177759,0.776247116169458,Inf,5.47227057768085,8.51510335927128
"2014001-005",1,33,8.75914975555689,0.868191956774077,Inf,7.14016772796533,10.5434176618544
"2014005-019",1,33,3.32893830951023,0.53522655897507,Inf,2.36255646970292,4.4606060280238
"2014005-024",1,33,5.27815708290444,0.673947300114822,Inf,4.03988758655451,6.68171245796062
"2014006-046",1,33,4.2444860272694,0.604362259782816,Inf,3.14260070383297,5.51165722941209
"2014007-001",1,33,5.57592197182449,0.692696711932559,Inf,4.30090430358049,7.01622551877475
"2014008-016",1,33,4.15776864377483,0.598156659298986,Inf,3.06804607378915,5.41277709246676
"2014009-010",1,33,5.07922967759591,0.657393348855279,Inf,3.87247497534665,6.4494095502117
"2014009-012",1,33,8.02541736913466,0.831033624326072,Inf,6.47926433486689,9.73685628210867
"2014009-034",1,33,6.57485643565692,0.752190630519589,Inf,5.18323282968318,8.13176592033692
"2014009-041",1,33,4.86945231418164,0.643655500823442,Inf,3.68961842506696,6.21270162519703
"2014009-046",1,33,5.8963380472572,0.712321363286811,Inf,4.58285676914971,7.37510520407095
"2014010-010",1,33,4.32345990751262,0.60995879853064,Inf,3.21060556969237,5.60160012403912
"W1406-001",1,33,3.62517019125721,0.558533186013205,Inf,2.61310820185404,4.80251805936663
"W1411-017",1,33,4.06033120824672,0.587769595400735,Inf,2.99003655757318,5.29405103395942
"W1425-006",1,33,7.19477774870255,0.782387885254059,Inf,5.74303338226706,8.80993753634388
"2014001-005",2,33,9.06183932665024,0.883065587788409,Inf,7.41370551795131,10.8752590140553
"2014005-019",2,33,3.51652755882421,0.550100189989158,Inf,2.52099393790995,4.67734705844473
"2014005-024",2,33,5.51369966925635,0.688820931128909,Inf,4.24627839179947,6.94640682541948
"2014006-046",2,33,4.45597428069011,0.619235890796903,Inf,3.32493717614673,5.75229726393974
"2014007-001",2,33,5.81794590232705,0.707570342946645,Inf,4.5137764529761,7.28740123038425
"2014008-016",2,33,4.36711172950771,0.613030290313073,Inf,3.24823737841508,5.65127195930659
"2014009-010",2,33,5.31033988617652,0.672162974082451,Inf,4.07463237611336,6.70946281799922
"2014009-012",2,33,8.3152619537823,0.84590725534016,Inf,6.73995713840758,10.0558526478633
"2014009-034",2,33,6.83744637457517,0.767064261533675,Inf,5.41667098749448,8.42350764036211
"2014009-041",2,33,5.09579330439427,0.65846437265633,Inf,3.88693943398197,6.46807234500031
"2014009-046",2,33,6.14514587692949,0.727194994300897,Inf,4.80251281771505,7.65306481485018
"2014010-010",2,33,4.5368827866181,0.624832429544726,Inf,3.3948766676909,5.84417478425155
"W1406-001",2,33,3.82081613441808,0.573406817027293,Inf,2.77960236390796,5.02731578363444
"W1411-017",2,33,4.26723707254528,0.602541281810692,Inf,3.16798556996895,5.52990399306406
"W1425-006",2,33,7.46934978105849,0.797200898695664,Inf,5.98857731669418,9.11354741646711
"2014001-005",1,34,7.80947350644422,0.819776869446984,Inf,6.28538330632213,9.49884958527229
"2014005-019",1,34,3.40149209257562,0.541027717543238,Inf,2.42374019090609,4.5445298729514
"2014005-024",1,34,5.69197692477054,0.699868339906855,Inf,4.40290312398639,7.14633660426094
"2014006-046",1,34,3.96074284755475,0.583812118461686,Inf,2.89913506098494,5.18763651283081
"2014007-001",1,34,4.64103695081669,0.631963936114407,Inf,3.4850533358574,5.96230644448222
"2014008-016",1,34,5.17622062701323,0.659937308139774,Inf,3.96357051070064,6.55047722271718
"2014009-010",1,34,4.71556230110707,0.641253224388542,Inf,3.54247464335496,6.05614109289841
"2014009-012",1,34,5.70722116035607,0.700804905897036,Inf,4.41631172396202,7.16341647545637
"2014009-034",1,34,6.00168948596026,0.714600216212825,Inf,4.68281138482962,7.48399275907297
"2014009-041",1,34,5.92663756557989,0.718922329370081,Inf,4.60132703281342,7.41945077930742
"2014009-046",1,34,5.5829862614474,0.693135371341759,Inf,4.30710883655988,7.02414956504117
"2014010-010",1,34,5.92349272235569,0.713959722216613,Inf,4.60680031975204,7.4054710036656
"W1406-001",1,34,4.44047972900329,0.618158333194782,Inf,3.31155459855133,5.7346907381615
"W1411-017",1,34,5.33723885347653,0.67770876376545,Inf,4.09159702384221,6.7481665618171
"W1425-006",1,34,8.18436810353794,0.834485813561097,Inf,6.63051854887074,9.90164282924946
"2014001-005",2,34,8.0954268275634,0.834650500461302,Inf,6.54218484633395,9.81395468749892
"2014005-019",2,34,3.59108670107196,0.555901348557325,Inf,2.58418301829548,4.76327626255469
"2014005-024",2,34,5.9364799617898,0.714741970920941,Inf,4.61825437989871,7.41999142238715
"2014006-046",2,34,4.16512727609064,0.598685749475773,Inf,3.07436770841388,5.42117272247365
"2014007-001",2,34,4.86206662159911,0.646837567128494,Inf,3.67693122553288,6.21248789637159
"2014008-016",2,34,5.40950256603019,0.674644457819903,Inf,4.1680269660293,6.81258464542242
"2014009-010",2,34,4.9383389830304,0.656248369409751,Inf,3.73586715465875,6.30831349257124
"2014009-012",2,34,5.95204795187821,0.715678536911125,Inf,4.63198673437721,7.43739504808546
"2014009-034",2,34,6.25268736780633,0.72936812869087,Inf,4.90485981432075,7.76393034173171
"2014009-041",2,34,6.17607725385521,0.733870074318186,Inf,4.82146390596131,7.69818173595207
"2014009-046",2,34,5.82516182884522,0.708009002355846,Inf,4.52013262285075,7.29547691354593
"2014010-010",2,34,6.17286690409116,0.728833353230699,Inf,4.82702272038055,7.68399696650801
"W1406-001",2,34,4.65673704401268,0.633031964208869,Inf,3.49866013245378,5.98009983427784
"W1411-017",2,34,5.57408171210721,0.692582394779536,Inf,4.29928810136595,7.01416120155473
"W1425-006",2,34,8.47704360002127,0.849250153597427,Inf,6.89425159570813,10.2232510255403
"2014001-005",1,35,7.22565302326761,0.788539283148531,Inf,5.76278736725445,8.85380455798675
"2014005-019",1,35,3.85692393673115,0.576109874866522,Inf,2.81041227020801,5.06872148196053
"2014005-024",1,35,4.44768940528059,0.618659958491792,Inf,3.31778110731276,5.74288358195467
"2014006-046",1,35,4.18330292331623,0.599990590241332,Inf,3.08998591473341,5.44190581060529
"2014007-001",1,35,4.39164191704738,0.614749583424501,Inf,3.26939781337748,5.67917189942353
"2014008-016",1,35,4.47061271780361,0.620252190785717,Inf,3.33758370188467,5.76892761242881
"2014009-010",1,35,3.71844302477202,0.56567286713688,Inf,2.69238751750535,4.90978441074494
"2014009-012",1,35,6.95611134065442,0.773691890289435,Inf,5.52234603990954,8.55516252010555
"2014009-034",1,35,6.29081806209729,0.731588697219684,Inf,4.93863827427004,7.80641327036436
"2014009-041",1,35,5.15519057473001,0.666050478513168,Inf,3.93239856431166,6.54326846385461
"2014009-046",1,35,4.356502928719,0.612285236018636,Inf,3.23908885720999,5.63920287893426
"2014010-010",1,35,5.11659917577417,0.663552791519848,Inf,3.89870254190738,6.49978168834721
"W1406-001",1,35,3.33781664632698,0.535939813033233,Inf,2.37003685425384,4.47088231710637
"W1411-017",1,35,4.78464301056583,0.641666774736016,Inf,3.60964218136039,6.12492971847752
"W1425-006",1,35,8.3023696370157,0.850871250942236,Inf,6.71843819638685,10.0537922110415
"2014001-005",2,35,7.50080805646159,0.80341291416284,Inf,6.0087906193411,9.15811137228817
"2014005-019",2,35,4.05864583419899,0.590983505880609,Inf,2.9829823865689,5.29959516053532
"2014005-024",2,35,4.66412012339277,0.633533589505879,Inf,3.50506004431799,5.9884660811738
"2014006-046",2,35,4.39327996694077,0.614864221255419,Inf,3.27081117725101,5.68103463533679
"2014007-001",2,35,4.60672088680523,0.629623214438588,Inf,3.45532500202838,5.92340265028833
"2014008-016",2,35,4.68759384280669,0.635125821799804,Inf,3.5254130457808,6.01506051853884
"2014009-010",2,35,3.91655703098138,0.580546498150966,Inf,2.86134974260777,5.13705019806125
"2014009-012",2,35,7.22613388949107,0.788565521303523,Inf,5.76321680763924,8.85433685004915
"2014009-034",2,35,6.54772949067916,0.746400199126584,Inf,5.16652456832856,8.09235958501182
"2014009-041",2,35,5.38800336779592,0.680924109527255,Inf,4.13605957627062,6.80523303802747
"2014009-046",2,35,4.57073001662587,0.627158867032723,Inf,3.42416416400991,5.88258174794808
"2014010-010",2,35,5.34854856207609,0.678426422533934,Inf,4.10150014710235,6.76088285575607
"W1406-001",2,35,3.52565245510974,0.55081344404732,Inf,2.52872088192965,4.68786990699608
"W1411-017",2,35,5.00902678317054,0.656540405750102,Inf,3.80487417285816,6.37846527218918
"W1425-006",2,35,8.59712900188585,0.86587362529609,Inf,6.98379922213518,10.3779614636221
"2014001-005",1,36,7.90344766467521,0.824694452513229,Inf,6.36971917885229,9.6024620292041
"2014005-019",1,36,3.91875732024953,0.57743167893855,Inf,2.86872462685458,5.13221521535869
"2014005-024",1,36,5.34659099802668,0.6783022594363,Inf,4.09978593825252,6.7586819365071
"2014006-046",1,36,3.8365998979803,0.574589966079429,Inf,2.79306719793965,5.0454184767272
"2014007-001",1,36,4.47802070364185,0.620765869543024,Inf,3.34398489585896,5.77734239013099
"2014008-016",1,36,4.82736007930869,0.640867532863417,Inf,3.65299050561341,6.16514507216008
"2014009-010",1,36,4.22944708542003,0.603290630136634,Inf,3.12966211749488,5.49451793205144
"2014009-012",1,36,8.55931873259325,0.858231364060805,Inf,6.95985910798452,10.3240642359082
"2014009-034",1,36,7.26207286241812,0.795807617408774,Inf,5.78606993523183,8.90557847271949
"2014009-041",1,36,4.57413404158064,0.627392360051579,Inf,3.42711055105708,5.88644341081045
"2014009-046",1,36,6.24166497790255,0.728724958993357,Inf,4.89509801113332,7.75164735965813
"2014010-010",1,36,4.64217924747916,0.632041703851286,Inf,3.48604321055643,5.96360116310813
"W1406-001",1,36,3.16733809866624,0.522073915114318,Inf,2.22673496712748,4.27322710891125
"W1411-017",1,36,5.12223920942231,0.668355803903382,Inf,3.89603724831204,6.51594385732992
"W1425-006",1,36,8.56044842992632,0.853417773438692,Inf,6.96948804082305,10.3148242402355
"2014001-005",2,36,8.19110090836004,0.839568083527549,Inf,6.62822064142977,9.91926705399639
"2014005-019",2,36,4.12206924449656,0.592203587350998,Inf,3.04307923984897,5.36447464529572
"2014005-024",2,36,5.58363901774359,0.693175890450386,Inf,4.30768217686248,7.02488173733096
"2014006-046",2,36,4.03779638953021,0.589463597093515,Inf,2.96511190838262,5.27576674938405
"2014007-001",2,36,4.69517939841838,0.63563950055711,Inf,3.53199180952855,6.02365286601447
