"genotype","image","rep","emmean","SE","df","asymp.LCL","asymp.UCL"
"2014009-041","42","1",0.0188580818817393,0.00806033247440037,Inf,0.00306012052849594,0.0346560432349826
"2014009-046","42","1",0.0310046741450044,0.00572966344122644,Inf,0.0197747401566647,0.042234608133344
"2014010-010","42","1",0.0277205065425184,0.00572966344122645,Inf,0.0164905725541788,0.0389504405308581
"W1406-001","42","1",0.0245180039916912,0.00572966344122645,Inf,0.0132880700033516,0.0357479379800309
"W1411-017","42","1",0.0261940184883465,0.00572966344122644,Inf,0.0149640845000068,0.0374239524766861
"W1425-006","42","1",0.023583030128075,0.00572966344122644,Inf,0.0123530961397353,0.0348129641164146
"2014001-005","43","1",0.0372117141311581,0.00572966344122644,Inf,0.0259817801428185,0.0484416481194978
"2014005-019","43","1",0.0265594603609982,0.00572966344122645,Inf,0.0153295263726585,0.0377893943493378
"2014005-024","43","1",0.0255215622103418,0.00572966344122646,Inf,0.0142916282220021,0.0367514961986814
"2014006-046","43","1",0.0320593925920692,0.00572966344122645,Inf,0.0208294586037295,0.0432893265804088
"2014007-001","43","1",0.0339162274785844,0.00572966344122645,Inf,0.0226862934902448,0.0451461614669241
"2014008-016","43","1",0.0237304642534997,0.00572966344122645,Inf,0.01250053026516,0.0349603982418393
"2014009-010","43","1",0.0271591569850937,0.00572966344122645,Inf,0.015929222996754,0.0383890909734334
"2014009-012","43","1",0.0316522609207402,0.00572966344122645,Inf,0.0204223269324005,0.0428821949090798
"2014009-034","43","1",0.0145065363601995,0.00572966344122645,Inf,0.00327660237185979,0.0257364703485391
"2014009-041","43","1",0.0360490240838766,0.00806033247440036,Inf,0.0202510627306333,0.0518469854371199
"2014009-046","43","1",0.0228118217109719,0.00572966344122644,Inf,0.0115818877226323,0.0340417556993115
"2014010-010","43","1",0.0358462455449404,0.00572966344122644,Inf,0.0246163115566008,0.0470761795332801
"W1406-001","43","1",0.0326471126464322,0.00572966344122644,Inf,0.0214171786580925,0.0438770466347718
"W1411-017","43","1",0.0257192182176879,0.00572966344122643,Inf,0.0144892842293482,0.0369491522060275
"W1425-006","43","1",0.0223634143855018,0.00572966344122643,Inf,0.0111334803971622,0.0335933483738415
"2014001-005","44","1",0.0398815811852736,0.00572966344122643,Inf,0.028651647196934,0.0511115151736132
"2014005-019","44","1",0.0346774762921794,0.00572966344122645,Inf,0.0234475423038397,0.0459074102805191
"2014005-024","44","1",0.0200116606546904,0.00572966344122645,Inf,0.00878172666635076,0.0312415946430301
"2014006-046","44","1",0.0381105665259173,0.00572966344122645,Inf,0.0268806325375776,0.049340500514257
"2014007-001","44","1",0.0295944516435154,0.00572966344122645,Inf,0.0183645176551757,0.0408243856318551
"2014008-016","44","1",0.0278267875678637,0.00572966344122644,Inf,0.0165968535795241,0.0390567215562034
"2014009-010","44","1",0.029067419741767,0.00572966344122644,Inf,0.0178374857534273,0.0402973537301066
"2014009-012","44","1",0.0285959269659993,0.00572966344122645,Inf,0.0173659929776596,0.0398258609543389
"2014009-034","44","1",0.0158240733332776,0.00572966344122644,Inf,0.00459413934493791,0.0270540073216172
"2014009-041","44","1",0.0290281469420785,0.00806033247440036,Inf,0.0132301855888352,0.0448261082953218
"2014009-046","44","1",0.0217678426463146,0.00572966344122643,Inf,0.0105379086579749,0.0329977766346542
"2014010-010","44","1",0.0354513601002493,0.00572966344122643,Inf,0.0242214261119097,0.0466812940885889
"W1406-001","44","1",0.0345374647195936,0.00572966344122643,Inf,0.023307530731254,0.0457673987079333
"W1411-017","44","1",0.0242018229004105,0.00572966344122643,Inf,0.0129718889120709,0.0354317568887502
"W1425-006","44","1",0.0242811072296044,0.00572966344122643,Inf,0.0130511732412648,0.035511041217944
"2014001-005","45","1",0.0448128843748187,0.00572966344122645,Inf,0.0335829503864791,0.0560428183631584
"2014005-019","45","1",0.0404722292124545,0.00572966344122646,Inf,0.0292422952241149,0.0517021632007942
"2014005-024","45","1",0.035900146053399,0.00572966344122646,Inf,0.0246702120650594,0.0471300800417387
"2014006-046","45","1",0.0257632873376135,0.00572966344122646,Inf,0.0145333533492738,0.0369932213259532
"2014007-001","45","1",0.0348828750371945,0.00572966344122645,Inf,0.0236529410488549,0.0461128090255342
"2014008-016","45","1",0.0300770826096742,0.00572966344122645,Inf,0.0188471486213345,0.0413070165980138
"2014009-010","45","1",0.0268545192550522,0.00572966344122646,Inf,0.0156245852667125,0.0380844532433918
"2014009-012","45","1",0.0215613449424705,0.00572966344122645,Inf,0.0103314109541309,0.0327912789308102
"2014009-034","45","1",0.0218600745458638,0.00572966344122644,Inf,0.0106301405575242,0.0330900085342035
"2014009-041","45","1",0.0276326119274928,0.00806033247440036,Inf,0.0118346505742495,0.0434305732807361
"2014009-046","45","1",0.0261137220581788,0.00572966344122644,Inf,0.0148837880698392,0.0373436560465184
"2014010-010","45","1",0.0227425841112332,0.00572966344122644,Inf,0.0115126501228936,0.0339725180995729
"W1406-001","45","1",0.0268251170287241,0.00572966344122644,Inf,0.0155951830403845,0.0380550510170638
"W1411-017","45","1",0.0262579399219413,0.00572966344122644,Inf,0.0150280059336017,0.037487873910281
"W1425-006","45","1",0.0230045959240981,0.00572966344122643,Inf,0.0117746619357584,0.0342345299124377
"2014001-005","46","1",0.0367309122826085,0.00572966344122642,Inf,0.0255009782942689,0.0479608462709482
"2014005-019","46","1",0.027954978285382,0.00572966344122645,Inf,0.0167250442970423,0.0391849122737216
"2014005-024","46","1",0.0240740145046718,0.00572966344122644,Inf,0.0128440805163321,0.0353039484930114
"2014006-046","46","1",0.0214087383965678,0.00572966344122645,Inf,0.0101788044082282,0.0326386723849075
"2014007-001","46","1",0.0325206407626332,0.00572966344122645,Inf,0.0212907067742936,0.0437505747509729
"2014008-016","46","1",0.0336688511449888,0.00572966344122644,Inf,0.0224389171566492,0.0448987851333285
"2014009-010","46","1",0.0270474258474747,0.00572966344122644,Inf,0.0158174918591351,0.0382773598358144
"2014009-012","46","1",0.0306974423505402,0.00572966344122644,Inf,0.0194675083622005,0.0419273763388798
"2014009-034","46","1",0.0190195602772469,0.00572966344122644,Inf,0.00778962628890725,0.0302494942655865
"2014009-041","46","1",0.0287496551035873,0.00806033247440035,Inf,0.012951693750344,0.0445476164568306
"2014009-046","46","1",0.024102646307377,0.00572966344122643,Inf,0.0128727123190374,0.0353325802957166
"2014010-010","46","1",0.0199787411441757,0.00572966344122643,Inf,0.00874880715583604,0.0312086751325153
"W1406-001","46","1",0.0325706436339633,0.00572966344122643,Inf,0.0213407096456237,0.0438005776223029
"W1411-017","46","1",0.0276433535518996,0.00572966344122643,Inf,0.0164134195635599,0.0388732875402392
"W1425-006","46","1",0.0358374432499254,0.00572966344122643,Inf,0.0246075092615857,0.047067377238265
"2014001-005","47","1",0.0329835270491668,0.00572966344122644,Inf,0.0217535930608272,0.0442134610375065
"2014005-019","47","1",0.0403918211982778,0.00572966344122645,Inf,0.0291618872099381,0.0516217551866175
"2014005-024","47","1",0.0264783432044319,0.00572966344122645,Inf,0.0152484092160922,0.0377082771927716
"2014006-046","47","1",0.037389615383538,0.00572966344122645,Inf,0.0261596813951983,0.0486195493718776
"2014007-001","47","1",0.0369467028469425,0.00572966344122644,Inf,0.0257167688586028,0.0481766368352821
"2014008-016","47","1",0.0310898832918773,0.00572966344122644,Inf,0.0198599493035376,0.0423198172802169
"2014009-010","47","1",0.0287878227452443,0.00572966344122645,Inf,0.0175578887569047,0.040017756733584
"2014009-012","47","1",0.025936777322163,0.00572966344122644,Inf,0.0147068433338234,0.0371667113105027
"2014009-034","47","1",0.0232755727209247,0.00572966344122644,Inf,0.012045638732585,0.0345055067092643
"2014009-041","47","1",0.0207277396810662,0.00806033247440036,Inf,0.0049297783278229,0.0365257010343096
"2014009-046","47","1",0.0174904858086521,0.00572966344122644,Inf,0.00626055182031247,0.0287204197969918
"2014010-010","47","1",0.0196792569194446,0.00572966344122644,Inf,0.00844932293110496,0.0309091909077843
"W1406-001","47","1",0.0282646676199396,0.00572966344122644,Inf,0.0170347336316,0.0394946016082793
"W1411-017","47","1",0.0249623788641153,0.00572966344122644,Inf,0.0137324448757757,0.036192312852455
"W1425-006","47","1",0.0313271632490824,0.00572966344122644,Inf,0.0200972292607428,0.0425570972374221
"2014001-005","48","1",0.0410981240632418,0.00572966344122644,Inf,0.0298681900749021,0.0523280580515814
"2014005-019","48","1",0.0400458221280989,0.00572966344122645,Inf,0.0288158881397592,0.0512757561164385
"2014005-024","48","1",0.0185062854847542,0.00572966344122645,Inf,0.0072763514964145,0.0297362194730939
"2014006-046","48","1",0.031193098978444,0.00572966344122645,Inf,0.0199631649901043,0.0424230329667837
"2014007-001","48","1",0.0291557138348509,0.00572966344122644,Inf,0.0179257798465112,0.0403856478231905
"2014008-016","48","1",0.0282403697298853,0.00572966344122645,Inf,0.0170104357415456,0.0394703037182249
"2014009-010","48","1",0.0229864514721319,0.00572966344122644,Inf,0.0117565174837922,0.0342163854604715
"2014009-012","48","1",0.02423030226414,0.00572966344122645,Inf,0.0130003682758003,0.0354602362524797
"2014009-034","48","1",0.0324932862759669,0.00572966344122644,Inf,0.0212633522876272,0.0437232202643065
"2014009-041","48","1",0.0292850857185923,0.00806033247440036,Inf,0.013487124365349,0.0450830470718356
"2014009-046","48","1",0.0307711340275009,0.00572966344122644,Inf,0.0195412000391612,0.0420010680158405
"2014010-010","48","1",0.0225302616598283,0.00572966344122644,Inf,0.0113003276714886,0.0337601956481679
"W1406-001","48","1",0.0265013153015682,0.00572966344122644,Inf,0.0152713813132286,0.0377312492899079
"W1411-017","48","1",0.0223160979032409,0.00572966344122644,Inf,0.0110861639149013,0.0335460318915805
"W1425-006","48","1",0.0370524515006461,0.00572966344122644,Inf,0.0258225175123064,0.0482823854889858
"2014001-005","49","1",0.0398341598133572,0.00572966344122643,Inf,0.0286042258250175,0.0510640938016968
"2014005-019","49","1",0.0423205733994109,0.00572966344122645,Inf,0.0310906394110712,0.0535505073877505
"2014005-024","49","1",0.025816157803396,0.00572966344122645,Inf,0.0145862238150564,0.0370460917917357
"2014006-046","49","1",0.0218407613046918,0.00572966344122645,Inf,0.0106108273163521,0.0330706952930314
"2014007-001","49","1",0.0298955155204491,0.00572966344122644,Inf,0.0186655815321095,0.0411254495087888
"2014008-016","49","1",0.0307634793110444,0.00572966344122644,Inf,0.0195335453227048,0.0419934132993841
"2014009-010","49","1",0.0183749285736272,0.00572966344122644,Inf,0.0071449945852875,0.0296048625619668
"2014009-012","49","1",0.0341511791883621,0.00572966344122644,Inf,0.0229212452000224,0.0453811131767017
"2014009-034","49","1",0.026425372193609,0.00572966344122644,Inf,0.0151954382052693,0.0376553061819486
"2014009-041","49","1",0.027711334990417,0.00806033247440036,Inf,0.0119133736371736,0.0435092963436603
"2014009-046","49","1",0.0279822703433139,0.00572966344122643,Inf,0.0167523363549742,0.0392122043316535
"2014010-010","49","1",0.0213546752446826,0.00572966344122644,Inf,0.0101247412563429,0.0325846092330222
"W1406-001","49","1",0.026944682336868,0.00572966344122644,Inf,0.0157147483485284,0.0381746163252077
"W1411-017","49","1",0.0327618683569197,0.00572966344122644,Inf,0.0215319343685801,0.0439918023452594
"W1425-006","49","1",0.0364279259840183,0.00572966344122643,Inf,0.0251979919956787,0.0476578599723579
"2014001-005","5","1",0.0431205694231249,0.00572966344122643,Inf,0.0318906354347852,0.0543505034114645
"2014005-019","5","1",0.0252731716669604,0.00572966344122645,Inf,0.0140432376786207,0.0365031056553
"2014005-024","5","1",0.0181634608034407,0.00572966344122645,Inf,0.00693352681510106,0.0293933947917804
"2014006-046","5","1",0.0291980480217392,0.00572966344122645,Inf,0.0179681140333995,0.0404279820100788
"2014007-001","5","1",0.0393048598750242,0.00572966344122644,Inf,0.0280749258866845,0.0505347938633638
"2014008-016","5","1",0.0335750240509979,0.00572966344122645,Inf,0.0223450900626582,0.0448049580393375
"2014009-010","5","1",0.0177655493475129,0.00572966344122645,Inf,0.00653561535917327,0.0289954833358526
"2014009-012","5","1",0.0261650244151914,0.00572966344122644,Inf,0.0149350904268518,0.0373949584035311
"2014009-034","5","1",0.0261182601392665,0.00572966344122644,Inf,0.0148883261509269,0.0373481941276062
"2014009-041","5","1",0.0355350903972141,0.00806033247440036,Inf,0.0197371290439708,0.0513330517504575
"2014009-046","5","1",0.0253481726492002,0.00572966344122644,Inf,0.0141182386608605,0.0365781066375398
"2014010-010","5","1",0.0276715396887616,0.00572966344122644,Inf,0.016441605700422,0.0389014736771013
"W1406-001","5","1",0.0294414619695206,0.00572966344122644,Inf,0.0182115279811809,0.0406713959578602
"W1411-017","5","1",0.0213917012895195,0.00572966344122644,Inf,0.0101617673011798,0.0326216352778591
"W1425-006","5","1",0.0372527554398695,0.00572966344122644,Inf,0.0260228214515299,0.0484826894282092
"2014001-005","50","1",0.0448407411751942,0.00572966344122642,Inf,0.0336108071868545,0.0560706751635338
"2014005-019","50","1",0.0391175859160981,0.00572966344122644,Inf,0.0278876519277585,0.0503475199044378
"2014005-024","50","1",0.0255784459274351,0.00572966344122645,Inf,0.0143485119390954,0.0368083799157748
"2014006-046","50","1",0.0404933940352584,0.00572966344122644,Inf,0.0292634600469188,0.0517233280235981
"2014007-001","50","1",0.0363211013852912,0.00572966344122644,Inf,0.0250911673969516,0.0475510353736309
"2014008-016","50","1",0.0225180074661044,0.00572966344122644,Inf,0.0112880734777648,0.033747941454444
"2014009-010","50","1",0.0190718037767467,0.00572966344122644,Inf,0.007841869788407,0.0303017377650863
"2014009-012","50","1",0.0243736261853909,0.00572966344122644,Inf,0.0131436921970513,0.0356035601737306
"2014009-034","50","1",0.0237871611552961,0.00572966344122644,Inf,0.0125572271669565,0.0350170951436358
"2014009-041","50","1",0.0235353055399129,0.00806033247440036,Inf,0.00773734418666958,0.0393332668931562
"2014009-046","50","1",0.0261802532319006,0.00572966344122643,Inf,0.0149503192435609,0.0374101872202402
"2014010-010","50","1",0.0292722819043131,0.00572966344122644,Inf,0.0180423479159734,0.0405022158926527
"W1406-001","50","1",0.0265254301947325,0.00572966344122644,Inf,0.0152954962063928,0.0377553641830721
"W1411-017","50","1",0.02230197052091,0.00572966344122644,Inf,0.0110720365325703,0.0335319045092496
"W1425-006","50","1",0.0305435926694599,0.00572966344122644,Inf,0.0193136586811202,0.0417735266577995
"2014001-005","51","1",0.0443999813750056,0.00572966344122643,Inf,0.033170047386666,0.0556299153633453
"2014005-019","51","1",0.0334231868625915,0.00572966344122644,Inf,0.0221932528742518,0.0446531208509311
"2014005-024","51","1",0.0233302106750542,0.00572966344122645,Inf,0.0121002766867146,0.0345601446633939
"2014006-046","51","1",0.0220756610289798,0.00572966344122646,Inf,0.0108457270406401,0.0333055950173195
"2014007-001","51","1",0.0377641292447096,0.00572966344122644,Inf,0.0265341952563699,0.0489940632330493
"2014008-016","51","1",0.0265766862319326,0.00572966344122644,Inf,0.015346752243593,0.0378066202202723
"2014009-010","51","1",0.0175591496922152,0.00572966344122645,Inf,0.00632921570387557,0.0287890836805549
"2014009-012","51","1",0.0178381044052267,0.00572966344122645,Inf,0.00660817041688707,0.0290680383935664
"2014009-034","51","1",0.0193290042131645,0.00572966344122644,Inf,0.00809907022482483,0.0305589382015041
"2014009-041","51","1",0.0344399846762343,0.00806033247440036,Inf,0.018642023322991,0.0502379460294777
"2014009-046","51","1",0.0377731143682775,0.00572966344122644,Inf,0.0265431803799379,0.0490030483566172
"2014010-010","51","1",0.0276309170955212,0.00572966344122644,Inf,0.0164009831071816,0.0388608510838609
"W1406-001","51","1",0.0275251379887439,0.00572966344122644,Inf,0.0162952040004043,0.0387550719770835
"W1411-017","51","1",0.0286505990140991,0.00572966344122644,Inf,0.0174206650257594,0.0398805330024387
"W1425-006","51","1",0.029277817047284,0.00572966344122644,Inf,0.0180478830589443,0.0405077510356236
"2014001-005","6","1",0.0391443527089155,0.00572966344122643,Inf,0.0279144187205759,0.0503742866972551
"2014005-019","6","1",0.0255529150060825,0.00572966344122644,Inf,0.0143229810177429,0.0367828489944222
"2014005-024","6","1",0.0237796344695169,0.00572966344122644,Inf,0.0125497004811772,0.0350095684578565
"2014006-046","6","1",0.0314759459827461,0.00572966344122645,Inf,0.0202460119944064,0.0427058799710857
"2014007-001","6","1",0.0457130063728507,0.00572966344122645,Inf,0.034483072384511,0.0569429403611903
"2014008-016","6","1",0.025628053551664,0.00572966344122644,Inf,0.0143981195633243,0.0368579875400036
"2014009-010","6","1",0.0201451457601865,0.00572966344122645,Inf,0.00891521177184686,0.0313750797485262
"2014009-012","6","1",0.027065639573243,0.00572966344122645,Inf,0.0158357055849034,0.0382955735615827
"2014009-034","6","1",0.0177662149386812,0.00572966344122645,Inf,0.00653628095034155,0.0289961489270209
"2014009-041","6","1",0.0253338539048132,0.00806033247440037,Inf,0.0095358925515699,0.0411318152580566
"2014009-046","6","1",0.0194585426431834,0.00572966344122644,Inf,0.00822860865484379,0.0306884766315231
"2014010-010","6","1",0.0285840240161277,0.00572966344122645,Inf,0.017354090027788,0.0398139580044673
"W1406-001","6","1",0.0253619600897427,0.00572966344122645,Inf,0.0141320261014031,0.0365918940780824
"W1411-017","6","1",0.0239447332238959,0.00572966344122644,Inf,0.0127147992355563,0.0351746672122356
"W1425-006","6","1",0.0335571312266033,0.00572966344122644,Inf,0.0223271972382636,0.0447870652149429
"2014001-005","7","1",0.0356518908653707,0.00572966344122643,Inf,0.0244219568770311,0.0468818248537103
"2014005-019","7","1",0.0308214375877596,0.00572966344122645,Inf,0.0195915035994199,0.0420513715760992
"2014005-024","7","1",0.0287467935003149,0.00572966344122644,Inf,0.0175168595119752,0.0399767274886545
"2014006-046","7","1",0.0369741538956951,0.00572966344122645,Inf,0.0257442199073555,0.0482040878840348
"2014007-001","7","1",0.043335153430477,0.00572966344122644,Inf,0.0321052194421373,0.0545650874188166
"2014008-016","7","1",0.0293986778342439,0.00572966344122645,Inf,0.0181687438459042,0.0406286118225835
"2014009-010","7","1",0.0233868384276257,0.00572966344122645,Inf,0.012156904439286,0.0346167724159654
"2014009-012","7","1",0.0219035954849583,0.00572966344122645,Inf,0.0106736614966186,0.033133529473298
"2014009-034","7","1",0.0255566821227299,0.00572966344122644,Inf,0.0143267481343902,0.0367866161110695
"2014009-041","7","1",0.0270013771628683,0.00806033247440037,Inf,0.011203415809625,0.0427993385161116
"2014009-046","7","1",0.0209323563057598,0.00572966344122645,Inf,0.00970242231742011,0.0321622902940994
"2014010-010","7","1",0.0311188351957077,0.00572966344122645,Inf,0.019888901207368,0.0423487691840473
"W1406-001","7","1",0.0253227936454231,0.00572966344122644,Inf,0.0140928596570834,0.0365527276337627
"W1411-017","7","1",0.0234836124097888,0.00572966344122645,Inf,0.0122536784214491,0.0347135463981284
"W1425-006","7","1",0.0236304072588545,0.00572966344122645,Inf,0.0124004732705148,0.0348603412471942
"2014001-005","8","1",0.0388116773150536,0.00572966344122644,Inf,0.027581743326714,0.0500416113033933
"2014005-019","8","1",0.023510620167621,0.00572966344122644,Inf,0.0122806861792814,0.0347405541559607
"2014005-024","8","1",0.0236863843056802,0.00572966344122645,Inf,0.0124564503173405,0.0349163182940199
"2014006-046","8","1",0.0294135716773981,0.00572966344122645,Inf,0.0181836376890585,0.0406435056657378
"2014007-001","8","1",0.030349197552335,0.00572966344122644,Inf,0.0191192635639954,0.0415791315406747
"2014008-016","8","1",0.0260107567061668,0.00572966344122645,Inf,0.0147808227178271,0.0372406906945065
"2014009-010","8","1",0.0231916995146017,0.00572966344122644,Inf,0.011961765526262,0.0344216335029413
"2014009-012","8","1",0.026033752815601,0.00572966344122645,Inf,0.0148038188272613,0.0372636868039406
"2014009-034","8","1",0.0259814218406324,0.00572966344122645,Inf,0.0147514878522928,0.0372113558289721
"2014009-041","8","1",0.0355733057527039,0.00806033247440036,Inf,0.0197753443994606,0.0513712671059473
"2014009-046","8","1",0.0226535195663874,0.00572966344122644,Inf,0.0114235855780478,0.0338834535547271
"2014010-010","8","1",0.0272870312483149,0.00572966344122645,Inf,0.0160570972599752,0.0385169652366545
"W1406-001","8","1",0.0322638409936498,0.00572966344122644,Inf,0.0210339070053102,0.0434937749819895
"W1411-017","8","1",0.025217901113411,0.00572966344122644,Inf,0.0139879671250714,0.0364478351017507
"W1425-006","8","1",0.0359692802911273,0.00572966344122644,Inf,0.0247393463027877,0.047199214279467
"2014001-005","9","1",0.031517042322373,0.00572966344122644,Inf,0.0202871083340334,0.0427469763107127
"2014005-019","9","1",0.0332274993846676,0.00572966344122645,Inf,0.0219975653963279,0.0444574333730073
"2014005-024","9","1",0.0247311405685305,0.00572966344122645,Inf,0.0135012065801909,0.0359610745568702
"2014006-046","9","1",0.0237875209548136,0.00572966344122645,Inf,0.012557586966474,0.0350174549431533
"2014007-001","9","1",0.0303161300785897,0.00572966344122644,Inf,0.0190861960902501,0.0415460640669294
"2014008-016","9","1",0.0219918930944337,0.00572966344122645,Inf,0.0107619591060941,0.0332218270827734
"2014009-010","9","1",0.0250523350880618,0.00572966344122645,Inf,0.0138224010997222,0.0362822690764015
"2014009-012","9","1",0.0315298030733978,0.00572966344122645,Inf,0.0202998690850581,0.0427597370617374
"2014009-034","9","1",0.0217285880689284,0.00572966344122644,Inf,0.0104986540805888,0.0329585220572681
"2014009-041","9","1",0.0192563006227482,0.00806033247440035,Inf,0.00345833926950488,0.0350542619759915
"2014009-046","9","1",0.0170307617129177,0.00572966344122644,Inf,0.0058008277245781,0.0282606957012574
"2014010-010","9","1",0.028025751797707,0.00572966344122645,Inf,0.0167958178093674,0.0392556857860467
"W1406-001","9","1",0.0222712925171982,0.00572966344122644,Inf,0.0110413585288585,0.0335012265055379
"W1411-017","9","1",0.0263609545679104,0.00572966344122644,Inf,0.0151310205795708,0.03759088855625
"W1425-006","9","1",0.0278979385408657,0.00572966344122644,Inf,0.0166680045525261,0.0391278725292054
"2014001-005","1","2",0.0366298625003656,0.00572966344122495,Inf,0.0253999285120288,0.0478597964887023
"2014005-019","1","2",0.0339026650991728,0.00572966344122647,Inf,0.0226727311108331,0.0451325990875125
"2014005-024","1","2",0.022364292561066,0.00572966344122646,Inf,0.0111343585727263,0.0335942265494057
"2014006-046","1","2",0.0285912903918445,0.00572966344122645,Inf,0.0173613564035048,0.0398212243801842
"2014007-001","1","2",0.0326528563680112,0.00572966344122644,Inf,0.0214229223796716,0.0438827903563509
"2014008-016","1","2",0.0251841579421936,0.00572966344122645,Inf,0.013954223953854,0.0364140919305333
"2014009-010","1","2",0.0208429374474263,0.00572966344122645,Inf,0.00961300345908665,0.032072871435766
"2014009-012","1","2",0.0244242444332965,0.00572966344122644,Inf,0.0131943104449568,0.0356541784216361
"2014009-034","1","2",0.0212229995933897,0.00572966344122645,Inf,0.00999306560505004,0.0324529335817294
"2014009-041","1","2",0.0143098796526743,0.00814537985615368,Inf,-0.00165477150578497,0.0302745308111335
"2014009-046","1","2",0.0251651080650064,0.00572966344122645,Inf,0.0139351740766668,0.0363950420533461
"2014010-010","1","2",0.0259271686354393,0.00572966344122644,Inf,0.0146972346470997,0.037157102623779
"W1406-001","1","2",0.0270159556805545,0.00572966344122646,Inf,0.0157860216922148,0.0382458896688942
"W1411-017","1","2",0.0266174195142252,0.00572966344122646,Inf,0.0153874855258855,0.0378473535025649
"W1425-006","1","2",0.0300798700560986,0.00572966344122647,Inf,0.0188499360677589,0.0413098040444383
"2014001-005","10","2",0.0353417371741463,0.00572966344122644,Inf,0.0241118031858067,0.046571671162486
"2014005-019","10","2",0.0364207400728825,0.00572966344122644,Inf,0.0251908060845428,0.0476506740612221
"2014005-024","10","2",0.0249268063315234,0.00572966344122644,Inf,0.0136968723431837,0.036156740319863
"2014006-046","10","2",0.0281453619359921,0.00572966344122644,Inf,0.0169154279476524,0.0393752959243317
"2014007-001","10","2",0.0324335651702479,0.00572966344122643,Inf,0.0212036311819083,0.0436634991585876
"2014008-016","10","2",0.0226995094703161,0.00572966344122645,Inf,0.0114695754819764,0.0339294434586557
"2014009-010","10","2",0.0188369120187262,0.00572966344122644,Inf,0.00760697803038653,0.0300668460070658
"2014009-012","10","2",0.0288455817475851,0.00572966344122643,Inf,0.0176156477592454,0.0400755157359247
"2014009-034","10","2",0.023616228703116,0.00572966344122643,Inf,0.0123862947147764,0.0348461626914557
"2014009-041","10","2",0.0209370784173526,0.00814537985615368,Inf,0.00497242725889329,0.0369017295758118
"2014009-046","10","2",0.0230254407584652,0.00572966344122642,Inf,0.0117955067701256,0.0342553747468049
"2014010-010","10","2",0.0235951079509931,0.00572966344122643,Inf,0.0123651739626535,0.0348250419393327
"W1406-001","10","2",0.0238056482471541,0.00572966344122644,Inf,0.0125757142588144,0.0350355822354937
"W1411-017","10","2",0.0240808898489771,0.00572966344122644,Inf,0.0128509558606375,0.0353108238373167
"W1425-006","10","2",0.0374231828317611,0.00572966344122644,Inf,0.0261932488434215,0.0486531168201007
"2014001-005","11","2",0.0349085155283757,0.00572966344122646,Inf,0.0236785815400361,0.0461384495167154
"2014005-019","11","2",0.0348646956909903,0.00572966344122643,Inf,0.0236347617026506,0.0460946296793299
"2014005-024","11","2",0.017077575798553,0.00572966344122644,Inf,0.00584764181021333,0.0283075097868926
"2014006-046","11","2",0.0276803681512461,0.00572966344122644,Inf,0.0164504341629065,0.0389103021395858
"2014007-001","11","2",0.0360262604819987,0.00572966344122642,Inf,0.0247963264936591,0.0472561944703383
"2014008-016","11","2",0.032964814431254,0.00572966344122644,Inf,0.0217348804429144,0.0441947484195937
"2014009-010","11","2",0.0206977609980794,0.00572966344122644,Inf,0.00946782700973979,0.0319276949864191
"2014009-012","11","2",0.0301704914314672,0.00572966344122643,Inf,0.0189405574431276,0.0414004254198069
"2014009-034","11","2",0.0159038859164588,0.00572966344122642,Inf,0.00467395192811917,0.0271338199047984
"2014009-041","11","2",0.0262545757181194,0.00814537985615368,Inf,0.0102899245596601,0.0422192268765786
"2014009-046","11","2",0.0212619527144183,0.00572966344122642,Inf,0.0100320187260787,0.0324918867027579
"2014010-010","11","2",0.0207640226908204,0.00572966344122643,Inf,0.00953408870248073,0.03199395667916
"W1406-001","11","2",0.0264507031352847,0.00572966344122644,Inf,0.0152207691469451,0.0376806371236244
"W1411-017","11","2",0.0398531082593523,0.00572966344122642,Inf,0.0286231742710127,0.051083042247692
"W1425-006","11","2",0.0229971879511545,0.00572966344122642,Inf,0.0117672539628149,0.0342271219394941
"2014001-005","12","2",0.0395140241875932,0.00572966344122645,Inf,0.0282840901992535,0.0507439581759328
"2014005-019","12","2",0.0311849017312884,0.00572966344122644,Inf,0.0199549677429487,0.042414835719628
"2014005-024","12","2",0.0205933533815099,0.00572966344122644,Inf,0.00936341939317027,0.0318232873698496
"2014006-046","12","2",0.0287736311985376,0.00572966344122644,Inf,0.0175436972101979,0.0400035651868772
"2014007-001","12","2",0.0361085350053483,0.00572966344122643,Inf,0.0248786010170086,0.0473384689936879
"2014008-016","12","2",0.0317639866532317,0.00572966344122645,Inf,0.020534052664892,0.0429939206415713
"2014009-010","12","2",0.0178103303606494,0.00572966344122644,Inf,0.0065803963723097,0.029040264348989
"2014009-012","12","2",0.0174280903490272,0.00572966344122644,Inf,0.00619815636068757,0.0286580243373669
"2014009-034","12","2",0.0182212700284679,0.00572966344122643,Inf,0.00699133604012822,0.0294512040168075
"2014009-041","12","2",0.0296399428007347,0.00814537985615368,Inf,0.0136752916422755,0.045604593959194
"2014009-046","12","2",0.023282544699507,0.00572966344122642,Inf,0.0120526107111674,0.0345124786878467
"2014010-010","12","2",0.025105774719168,0.00572966344122643,Inf,0.0138758407308283,0.0363357087075076
"W1406-001","12","2",0.0301845183699569,0.00572966344122644,Inf,0.0189545843816173,0.0414144523582966
"W1411-017","12","2",0.0260552189035365,0.00572966344122644,Inf,0.0148252849151968,0.0372851528918761
